<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
AACC,20110104,6.15,6.15,6.06,6.09,13000
AAME,20110104,2.06,2.07,2.06,2.07,3200
AAON,20110104,19.42,19.42,18.6467,18.7333,19600
AAPL,20110104,332.44,332.5,328.15,331.29,11048100
AAWW,20110104,56,56,53.44,53.95,217900
AAXJ,20110104,65.19,65.19,64.36,64.93,574200
ABAX,20110104,27.24,27.24,26.22,26.26,112600
ABCB,20110104,10.9,10.92,10.45,10.58,39800
ABCD,20110104,3.47,3.47,3.36,3.4,22200
ABCO,20110104,24.08,24.39,23.85,24.15,62100
ABFS,20110104,28.13,28.13,26.91,27.36,186200
ABIO,20110104,18.9,19.26,18.66,19.02,39800
ABMD,20110104,9.85,9.87,9.74,9.8,134300
ABTL,20110104,4.4,4.4,4.3,4.3,32000
ACAD,20110104,1.22,1.23,1.16,1.18,653800
ACAS,20110104,7.93,7.97,7.72,7.86,3172600
ACAT,20110104,14.69,14.87,14.05,14.21,85300
ACCL,20110104,8.57,8.6,8.3,8.45,245800
ACET,20110104,9.26,9.26,8.8,9.07,228900
ACFC,20110104,1.88,1.89,1.83,1.83,2200
ACFN,20110104,4.05,4.18,4.02,4.17,65700
ACGL,20110104,29.58,29.5933,29.21,29.3133,452400
ACHN,20110104,4.07,4.07,3.57,3.8,267500
ACIW,20110104,27.63,27.63,26.38,26.82,80000
ACLS,20110104,3.67,3.77,3.45,3.46,1228900
ACNB,20110104,15.1,15.46,15.1,15.46,800
ACOR,20110104,26.93,27.64,26.81,27.53,527200
ACPW,20110104,12.8,12.9,12.25,12.6,454700
ACTG,20110104,25.91,25.97,24.94,25.23,341500
ACTS,20110104,2.14,2.2,2.14,2.19,486700
ACUR,20110104,3.46,3.61,3.42,3.56,121800
ACWI,20110104,47.38,47.38,46.79,47.11,168400
ACWX,20110104,44.61,44.72,43.93,44.17,411800
ACXM,20110104,17.74,17.74,17.11,17.31,317600
ADAT,20110104,0.96,0.96,0.88,0.92,64200
ADBE,20110104,31.28,31.65,31.18,31.51,8038000
ADEP,20110104,4.57,4.57,4.54,4.54,300
ADES,20110104,11.25,11.55,11,11.49,32600
ADI,20110104,38.2,38.2,37.42,37.52,2907800
ADP,20110104,46.96,47.14,46.78,46.88,2862000
ADRA,20110104,28.79,28.79,28.6,28.79,6000
ADRD,20110104,21.72,21.72,21.49,21.6,8100
ADRE,20110104,48.55,48.66,47.9,48.5,66900
ADRU,20110104,21.12,21.13,20.95,20.98,1400
ADSK,20110104,39.28,39.32,38.04,38.53,2691700
ADTN,20110104,36.43,36.56,35.82,36.28,1312100
ADUS,20110104,4.25,4.8,4.22,4.65,69000
ADVS,20110104,29.56,29.65,28.375,28.915,102000
AEGR,20110104,14.31,15.19,13.78,14.2,37700
AEHR,20110104,1.18,1.2,1.18,1.18,4500
AEIS,20110104,13.93,13.98,13.36,13.38,465500
AEPI,20110104,26.7,26.7,26.38,26.56,6300
AERL,20110104,10,10.3,9.41,9.54,505500
AETI,20110104,2.23,2.23,2.23,2.23,0
AEY,20110104,3.08,3.15,3.06,3.09,28700
AEZS,20110104,10.38,10.5,10.08,10.32,962900
AFAM,20110104,39.88,39.96,39.27,39.44,66400
AFCB,20110104,12.75,12.75,12.75,12.75,800
AFCE,20110104,15,15.22,14.36,14.97,152400
AFFX,20110104,4.9,4.95,4.6,4.66,1940300
AFFY,20110104,6.74,6.77,6.57,6.57,399700
AFOP,20110104,18.12,18.14,16.52,16.65,449200
AFSI,20110104,18.15,18.16,17.93,18,268100
AGEN,20110104,1.06,1.06,1.01,1.05,555900
AGII,20110104,38,38.16,36.88,37.16,115900
AGNC,20110104,28.7,28.7,28.37,28.4,2058000
AGYS,20110104,5.85,5.86,5.51,5.67,153600
AHGP,20110104,49.99,49.99,48.24,49.25,41200
AHPI,20110104,4.13,4.5,4.13,4.46,4500
AIMC,20110104,20.95,21,20.7,20.9,296800
AINV,20110104,11.38,11.43,11.25,11.38,1818600
AIRM,20110104,19.48,19.48,18.8,19.2467,140500
AIRT,20110104,9.89,9.96,9.82,9.92,7600
AIXG,20110104,37.63,37.93,37.42,37.92,315200
AKAM,20110104,48.45,48.73,46.8,47.14,4084000
AKRX,20110104,5.76,5.84,5.47,5.65,1127100
ALCO,20110104,24.89,24.89,24.54,24.54,5200
ALGN,20110104,20,20.12,19.23,19.5,475900
ALGT,20110104,51.14,51.49,50.01,51.25,169700
ALIM,20110104,10.75,10.92,10.5,10.77,84700
ALKS,20110104,12.6,12.72,12.21,12.22,451500
ALLB,20110104,9.1,9.1,9.1,9.1,0
ALLT,20110104,11.74,11.74,10.64,10.84,305400
ALNY,20110104,10.36,10.39,10.06,10.16,242000
ALOG,20110104,50.66,50.99,49.83,50.4,78200
ALOT,20110104,7.55,7.75,7.55,7.68,1900
ALSK,20110104,11.09,11.09,10.83,10.84,469200
ALTE,20110104,21.98,22.03,21.6,21.73,383400
ALTI,20110104,2.72,2.72,2.58,2.68,170000
ALTR,20110104,36.29,36.6,35.9,36.15,5963000
ALVR,20110104,26.1,26.2,25,26.2,272700
ALXA,20110104,12.8,12.8,12.4,12.6,287600
ALXN,20110104,40.685,40.975,40.48,40.735,353900
AMAG,20110104,18.1,18.16,17.67,17.69,207600
AMAP,20110104,17.06,17.55,17.01,17.43,90300
AMAT,20110104,14.06,14.1,13.91,13.97,16521000
AMCC,20110104,10.82,10.84,10.44,10.56,328600
AMCF,20110104,5.44,5.45,5.35,5.38,35500
AMCN,20110104,7.05,7.6,6.9,7.34,585500
AMED,20110104,35.24,35.25,34,34.74,544700
AMGN,20110104,55.77,57.24,55.69,56.75,8429400
AMIC,20110104,4.85,4.85,4.85,4.85,0
AMKR,20110104,7.49,7.49,7.22,7.3,1992800
AMNB,20110104,24.05,24.05,23.51,23.51,6400
AMOT,20110104,7.25,7.5,7.25,7.3,61000
AMOV,20110104,29.08,29.1,28.695,29.1,3000
AMRB,20110104,6.21,6.21,6,6.1,4000
AMRI,20110104,6.25,6.37,5.79,5.93,146400
AMRN,20110104,8.1,8.2,7.52,7.7,3099300
AMRS,20110104,27.76,27.76,27.13,27.34,65700
AMSC,20110104,29.98,30.42,28.37,28.61,841800
AMSF,20110104,17.83,17.84,17.5,17.75,188100
AMSG,20110104,21.28,21.28,20.84,21.1,128700
AMSWA,20110104,6.88,6.88,6.65,6.67,35200
AMWD,20110104,25.02,25.02,23.64,23.64,7100
AMZN,20110104,186.15,187.7,183.78,185.01,5034700
ANAC,20110104,6.3,6.86,6,6.8,139000
ANAD,20110104,7.3,7.36,6.9,7.12,941500
