<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
AAIT,20130401,28.28,28.43,27.78,27.78,4900
AAME,20130401,3.35,3.4,3.3,3.36,7800
AAON,20130401,18.3333,18.5733,18.1733,18.2667,72300
AAPL,20130401,442.15,443.7,427.74,428.91,13918900
AAWW,20130401,40.75,41.04,39.8,39.98,292000
AAXJ,20130401,58.97,59.08,58.41,58.54,351900
ABAX,20130401,47.05,47.57,46.4,47.04,141400
ABCB,20130401,14.19,14.4,13.98,14.27,54300
ABCD,20130401,1.03,1.06,1.02,1.02,3800
ABCO,20130401,53.07,53.07,51.35,51.97,169800
ABFS,20130401,11.66,11.67,11.1,11.26,239700
ABIO,20130401,2.38,2.38,2.1,2.22,34300
ABMD,20130401,18.62,18.87,18.04,18.3,267300
ABTL,20130401,4.3,4.39,4.15,4.33,26200
ACAD,20130401,7.93,7.95,7.59,7.9,2474600
ACAS,20130401,14.64,14.68,14.43,14.49,2612100
ACAT,20130401,43.77,43.99,42.88,42.99,129000
ACCL,20130401,9.75,9.77,9.65,9.75,218800
ACET,20130401,11.09,11.1,10.68,10.74,98200
ACFC,20130401,4.42,4.7,4.42,4.56,6900
ACFN,20130401,7.26,7.35,7.1,7.2,70000
ACGL,20130401,52.77,53.63,52.16,52.57,463400
ACHC,20130401,29.58,30.5,29.38,30.01,459100
ACHN,20130401,8.76,8.8,8.48,8.52,630000
ACIW,20130401,49.03,51.88,47.42,47.64,177200
ACLS,20130401,1.25,1.26,1.19,1.25,400600
ACNB,20130401,16.65,16.76,16.65,16.76,300
ACOR,20130401,32.14,32.45,31.43,31.78,378500
ACPW,20130401,4.66,4.69,4.57,4.69,23300
ACRX,20130401,5.15,5.15,4.76,4.91,306400
ACST,20130401,2.13,2.22,2.13,2.22,43100
ACTG,20130401,30.7,30.7,29.44,29.62,487400
ACTS,20130401,2.61,2.76,2.61,2.73,149900
ACUR,20130401,2.14,2.21,2.11,2.21,69900
ACWI,20130401,50.67,50.71,50.28,50.38,495300
ACWX,20130401,42.62,42.69,42.34,42.42,252200
ACXM,20130401,20.35,20.39,19.84,20.11,218700
ADAT,20130401,1.05,1.05,0.99,1.05,9200
ADBE,20130401,43.36,43.78,43.23,43.38,3397900
ADEP,20130401,2.9,2.94,2.84,2.91,38600
ADES,20130401,26.45,26.45,24.95,25.43,67000
ADI,20130401,46.28,46.36,45.31,45.41,2542500
ADNC,20130401,14.78,15.27,14.43,14.8,165800
ADP,20130401,64.66,65.18,64.5,64.68,1498800
ADRA,20130401,26.53,26.7,26.49,26.49,3100
ADRD,20130401,21.55,21.57,21.55,21.57,3200
ADRE,20130401,38.51,38.63,38.27,38.29,27300
ADRU,20130401,21.14,21.14,21.13,21.13,400
ADSK,20130401,40.09,40.68,39.76,39.93,4038000
ADTN,20130401,19.69,19.71,19.11,19.55,592200
ADUS,20130401,13.26,14.24,13.2,13.49,319000
ADVS,20130401,27.92,27.98,26.87,27.04,91300
AEGN,20130401,21.96,22.74,21.88,22.23,486300
AEGR,20130401,40.35,40.53,38.75,39.02,511100
AEHR,20130401,1.12,1.15,1.1,1.1,16500
