<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
AACC,20120301,4.5,4.89,4.5,4.64,20900
AAME,20120301,2.8,2.8,2.64,2.7,11200
AAON,20120301,18.76,19.05,18.44,18.5,56600
AAPL,20120301,548,548.21,538.77,544.47,24401800
AAWW,20120301,42.88,44.82,42.44,43.49,351600
AAXJ,20120301,58.12,58.61,58.08,58.44,339200
ABAX,20120301,26.59,26.9,26.4,26.47,77300
ABCB,20120301,11.55,11.94,11.52,11.52,135800
ABCD,20120301,2.99,3.01,2.87,2.92,21600
ABCO,20120301,40.495,41.485,40.255,41.075,147500
ABFS,20120301,17.89,18.4,17.84,18.15,218200
ABIO,20120301,6.06,6.06,5.82,5.88,77600
ABMD,20120301,20.98,21.25,20.64,21.1,424600
ABTL,20120301,5.05,5.05,4.75,5.05,225100
ACAD,20120301,1.68,1.69,1.65,1.65,90900
ACAS,20120301,8.91,9.05,8.89,9.02,2809200
ACAT,20120301,37.07,37.87,36.83,37.16,257900
ACCL,20120301,7.99,8,7.93,7.93,167700
ACET,20120301,8.37,8.47,8.29,8.33,328100
ACFC,20120301,2.1,2.1,2.1,2.1,200
ACFN,20120301,8.29,8.48,8.17,8.27,99800
ACGL,20120301,37.04,37.64,37.01,37.59,851700
ACHC,20120301,14.08,14.08,13.83,13.89,19900
ACHN,20120301,10.21,10.78,10.21,10.68,528700
ACIW,20120301,38.07,39.54,38,39,406300
ACLS,20120301,1.68,1.72,1.64,1.68,2201400
ACNB,20120301,14.52,14.6,14.52,14.6,200
ACOR,20120301,26.06,27.45,26.06,27.07,602600
ACPW,20120301,3.5,3.6,3.45,3.45,321900
ACRX,20120301,2.84,3.1,2.75,2.85,8200
ACTG,20120301,39.94,41.34,38.7,39.31,496000
ACTS,20120301,1.7,1.71,1.68,1.69,19000
ACUR,20120301,3.27,3.32,3.12,3.19,59200
ACWI,20120301,46.87,47.1,46.83,47.03,810100
ACWX,20120301,41.27,41.54,41.24,41.5,251700
ACXM,20120301,14.18,14.22,13.99,14.05,277400
ADAT,20120301,1.3,1.4,1.3,1.38,27500
ADBE,20120301,32.85,33.29,32.77,33.1,2902500
ADEP,20120301,4.01,4.15,3.9,4.15,26500
ADES,20120301,22.69,23.25,22.42,23.21,28800
ADI,20120301,39.32,39.46,38.84,39.15,2693700
ADP,20120301,54.6,55.05,54.45,54.87,2467000
ADRA,20120301,26.07,26.2,26.02,26.2,2100
ADRD,20120301,20.37,20.67,20.37,20.67,2700
ADRE,20120301,43.9,44.34,43.88,44.28,57200
ADRU,20120301,20.24,20.41,20.07,20.21,1400
ADSK,20120301,38.06,38.52,37.3,37.99,2334900
ADTN,20120301,34.47,34.49,32.7,33.32,4395800
ADUS,20120301,3.71,3.72,3.65,3.66,42000
ADVS,20120301,25.79,26,25.61,25.64,155400
AEGN,20120301,17.91,18.36,17.79,18.09,325000
AEGR,20120301,17,17.5,17,17.12,28800
AEHR,20120301,0.8,0.8,0.79,0.8,10300
AEIS,20120301,12.2,12.31,12.01,12.02,326100
AEPI,20120301,34.96,35.4,34.59,34.69,10300
AERL,20120301,6.5,6.5,6.32,6.49,110500
AETI,20120301,4.84,4.89,4.7,4.89,16600
AEY,20120301,2.17,2.29,2.17,2.29,7800
AEZS,20120301,10.38,10.38,9.96,10.14,1317900
AFAM,20120301,23.12,23.73,23.05,23.22,79400
AFCB,20120301,13.5,13.5,13.4,13.4,900
AFCE,20120301,15.98,16.41,15.93,15.96,75700
AFFX,20120301,4.15,4.32,4.15,4.3,827800
AFFY,20120301,10.23,10.76,10.23,10.56,881500
AFOP,20120301,9.23,9.26,9.15,9.16,6300
AFSI,20120301,27.14,27.14,26.7,26.91,564100
AGEN,20120301,3.05,3.25,3.02,3.23,48800
AGII,20120301,29.98,30.04,28.94,28.97,85900
AGNC,20120301,30.81,30.89,30.65,30.87,5659200
AGYS,20120301,8.05,8.39,8,8.02,93500
