<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
AACC,20121030,6.65,6.65,6.65,6.65,0
AAIT,20121030,26.3,26.3,26.3,26.3,0
AAME,20121030,2.94,2.94,2.94,2.94,0
AAON,20121030,20.73,20.73,20.73,20.73,0
AAPL,20121030,604,604,604,604,0
AAWW,20121030,54.23,54.23,54.23,54.23,0
AAXJ,20121030,56.39,56.39,56.39,56.39,0
ABAX,20121030,36.05,36.05,36.05,36.05,0
ABCB,20121030,10.68,10.68,10.68,10.68,0
ABCD,20121030,0.9,0.9,0.9,0.9,0
ABCO,20121030,46.23,46.23,46.23,46.23,0
ABFS,20121030,7.46,7.46,7.46,7.46,0
ABIO,20121030,1.68,1.68,1.68,1.68,0
ABMD,20121030,18.92,18.92,18.92,18.92,0
ABTL,20121030,3.94,3.94,3.94,3.94,0
ACAD,20121030,2.27,2.27,2.27,2.27,0
ACAS,20121030,11.82,11.82,11.82,11.82,0
ACAT,20121030,35.38,35.38,35.38,35.38,0
ACCL,20121030,8.89,8.89,8.89,8.89,0
ACET,20121030,9.71,9.71,9.71,9.71,0
ACFC,20121030,2.15,2.15,2.15,2.15,0
ACFN,20121030,8.43,8.43,8.43,8.43,0
ACGL,20121030,44.06,44.06,44.06,44.06,0
ACHC,20121030,21.04,21.04,21.04,21.04,0
ACHN,20121030,9.54,9.54,9.54,9.54,0
ACIW,20121030,39.31,39.31,39.31,39.31,0
ACLS,20121030,0.9,0.9,0.9,0.9,0
ACNB,20121030,16.24,16.24,16.24,16.24,0
ACOR,20121030,22.48,22.48,22.48,22.48,0
ACPW,20121030,3.55,3.55,3.55,3.55,0
ACRX,20121030,3.11,3.11,3.11,3.11,0
ACTG,20121030,24.28,24.28,24.28,24.28,0
ACTS,20121030,1.62,1.62,1.62,1.62,0
ACUR,20121030,1.43,1.43,1.43,1.43,0
ACWI,20121030,46.52,46.52,46.52,46.52,0
ACWX,20121030,39.58,39.58,39.58,39.58,0
ACXM,20121030,18.39,18.39,18.39,18.39,0
ADAT,20121030,1.4,1.4,1.4,1.4,0
ADBE,20121030,34.01,34.01,34.01,34.01,0
ADEP,20121030,3.96,3.96,3.96,3.96,0
ADES,20121030,19.5,19.5,19.5,19.5,0
ADI,20121030,39.04,39.04,39.04,39.04,0
ADNC,20121030,6.94,6.94,6.94,6.94,0
ADP,20121030,58.19,58.19,58.19,58.19,0
ADRA,20121030,23.92,23.92,23.92,23.92,0
ADRD,20121030,20,20,20,20,0
ADRE,20121030,39.16,39.16,39.16,39.16,0
ADRU,20121030,19.98,19.98,19.98,19.98,0
ADSK,20121030,32.31,32.31,32.31,32.31,0
ADTN,20121030,17.1,17.1,17.1,17.1,0
ADUS,20121030,5.51,5.51,5.51,5.51,0
ADVS,20121030,23.16,23.16,23.16,23.16,0
AEGN,20121030,18.84,18.84,18.84,18.84,0
AEGR,20121030,22.05,22.05,22.05,22.05,0
AEHR,20121030,0.94,0.94,0.94,0.94,0
AEIS,20121030,11.78,11.78,11.78,11.78,0
AEPI,20121030,63.62,63.62,63.62,63.62,0
AERL,20121030,3.49,3.49,3.49,3.49,0
AETI,20121030,4.6,4.6,4.6,4.6,0
AEY,20121030,2.06,2.06,2.06,2.06,0
AEZS,20121030,2.16,2.16,2.16,2.16,0
AFAM,20121030,20.82,20.82,20.82,20.82,0
AFCB,20121030,16.95,16.95,16.95,16.95,0
AFCE,20121030,25.21,25.21,25.21,25.21,0
AFFX,20121030,3.33,3.33,3.33,3.33,0
AFFY,20121030,23.23,23.23,23.23,23.23,0
AFOP,20121030,10.13,10.13,10.13,10.13,0
AFSI,20121030,24.47,24.47,24.47,24.47,0
AGEN,20121030,4.42,4.42,4.42,4.42,0
AGII,20121030,34.33,34.33,34.33,34.33,0
AGIIL,20121030,25.16,25.16,25.16,25.16,0
AGNC,20121030,32,32,32,32,0
AGNCP,20121030,26.02,26.02,26.02,26.02,0
AGYS,20121030,8.08,8.08,8.08,8.08,0
AHGP,20121030,50,50,50,50,0
AHPI,20121030,2.79,2.79,2.79,2.79,0
