<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
AACC,20120508,5.56,5.69,5.56,5.63,15200
AAIT,20120508,27.26,27.26,27.26,27.26,400
AAME,20120508,2.87,2.9,2.77,2.9,4100
AAON,20120508,19.01,19.56,19.01,19.44,45700
AAPL,20120508,569.58,571.5,558.73,568.18,17941000
AAWW,20120508,50.46,51.09,50.12,51.01,244000
AAXJ,20120508,55.11,55.13,54.27,54.83,343500
ABAX,20120508,34.51,35.17,34.33,35.07,73700
ABCB,20120508,11.92,12.36,11.92,12.23,42000
ABCD,20120508,2.11,2.32,2,2.06,39200
ABCO,20120508,46.255,46.85,45.915,46.47,151300
ABFS,20120508,14.4,14.65,14.17,14.3,436000
ABIO,20120508,3.18,3.24,3,3.12,58800
ABMD,20120508,23.21,23.5,22.86,23.11,453300
ABTL,20120508,3.9,4.1,3.85,4.05,106800
ACAD,20120508,1.49,1.54,1.45,1.54,210000
ACAS,20120508,9.69,9.73,9.55,9.63,2725600
ACAT,20120508,44.2,44.39,42.01,42.57,283600
ACCL,20120508,7.85,7.96,7.85,7.93,133800
ACET,20120508,8.12,8.6,8.12,8.53,127100
ACFC,20120508,2.15,2.24,2.15,2.24,600
ACFN,20120508,11.22,11.22,10.73,11,141200
ACGL,20120508,38.81,38.95,38.58,38.8,480600
ACHC,20120508,16.83,17.22,16.26,16.99,47900
ACHN,20120508,5.96,6.06,5.83,6.05,595800
ACIW,20120508,38.98,39.49,38.53,39.08,570300
ACLS,20120508,1.22,1.26,1.2,1.22,691400
ACNB,20120508,14.6,14.8,14.6,14.79,6000
ACOR,20120508,24.01,24.28,23.6,23.97,401600
ACPW,20120508,4.6,4.85,4.5,4.7,421400
ACRX,20120508,3.8,3.8,3.5,3.5,4500
ACTG,20120508,39.8,40.13,38.32,39.5,352100
ACTS,20120508,1.66,1.69,1.65,1.69,110100
ACUR,20120508,2.96,3.01,2.86,2.94,35000
ACWI,20120508,45.17,45.26,44.69,45.14,330300
ACWX,20120508,38.8,38.8,38.24,38.64,144300
ACXM,20120508,12.76,13.02,12.66,13.01,294200
ADAT,20120508,1.48,1.5,1.44,1.46,43700
ADBE,20120508,32.29,32.75,31.88,32.67,3592000
ADEP,20120508,5.73,5.73,5.42,5.42,55200
ADES,20120508,27.85,29.66,27.85,28.94,204000
ADI,20120508,37.12,37.57,36.69,37.45,1946400
ADP,20120508,53.32,54.1,53.17,53.69,2068500
ADRA,20120508,24.16,24.16,23.89,24.04,2500
ADRD,20120508,19.18,19.24,19.06,19.24,6800
ADRE,20120508,39.94,39.94,39.23,39.59,26500
ADRU,20120508,19.01,19.01,18.97,18.97,600
ADSK,20120508,36.81,36.93,35.44,36.61,3809000
ADTN,20120508,29.13,30.31,28.91,30.19,1192000
ADUS,20120508,4.49,4.49,4.14,4.14,13500
ADVS,20120508,26.8,27.06,26.48,27,126200
AEGN,20120508,17.64,18.35,17.38,18.23,343000
AEGR,20120508,13.99,13.99,13.5,13.78,100300
AEHR,20120508,1.31,1.35,1.29,1.35,7800
AEIS,20120508,12.83,13.35,12.81,13.27,331400
AEPI,20120508,34.65,34.88,34.46,34.51,16500
AERL,20120508,5.26,5.26,4.95,5.08,86300
AETI,20120508,4.58,4.58,4.3,4.54,6400
AEY,20120508,2.44,2.47,2.39,2.47,14600
AEZS,20120508,3.66,3.66,3.36,3.54,784500
AFAM,20120508,23.97,24.15,23.03,23.99,104300
AFCB,20120508,14.2,14.23,14.2,14.21,4800
AFCE,20120508,17.33,17.8,17.3,17.64,68400
AFFX,20120508,4.74,4.96,4.72,4.85,1965000
AFFY,20120508,12.67,13.5,12.55,13.41,1398700
AFOP,20120508,8.3,8.3,8.18,8.28,8900
AFSI,20120508,27.5,27.92,27.5,27.89,192400
AGEN,20120508,6.14,6.19,5.39,5.71,296100
AGII,20120508,28.76,29.41,28.7,29.15,118400
AGNC,20120508,31.63,31.63,31.41,31.52,4513900
AGNCP,20120508,25.6,25.6,25.41,25.55,67100
AGYS,20120508,8.61,8.94,8.55,8.72,122900
AHGP,20120508,43.97,43.97,43.15,43.96,30100
AHPI,20120508,3.19,3.19,3.19,3.19,200
AIMC,20120508,16.66,17.16,16.45,17.1,119700
AINV,20120508,7.03,7.15,7.02,7.13,1235400
AIRM,20120508,30.6133,30.9733,30.35,30.9533,95800
AIRT,20120508,9.6,9.6,9.3,9.55,1900
AIXG,20120508,16.94,17.2,16.79,17.03,237300
AKAM,20120508,32.07,32.33,30.95,32.28,4634500
AKRX,20120508,11.74,12.35,11.19,12.33,1940300
ALCO,20120508,21.74,22.09,21.7,21.91,18900
ALGN,20120508,31.27,31.54,30.76,31.46,681000
ALGT,20120508,63.02,64.14,61.91,63.98,283700
ALIM,20120508,2.75,2.99,2.73,2.74,103700
ALKS,20120508,18.13,18.29,17.66,17.79,1234500
ALLB,20120508,11.52,11.6,11.52,11.6,1000
ALLT,20120508,23.44,23.57,22.73,23.14,689200
ALNY,20120508,10.25,10.72,10.14,10.61,617700
