<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
AAIT,20131010,30.1,30.3,29.87,30.3,1400
AAME,20131010,4,4.06,3.96,4.03,9000
AAOI,20131010,10.5,10.55,10.01,10.2,80300
AAON,20131010,25.86,26.25,25.49,25.65,52500
AAPL,20131010,491.32,492.38,487.04,489.64,9950000
AAWW,20131010,43.52,44.03,43.17,44.01,102800
AAXJ,20131010,60.17,60.8,60.08,60.76,738000
ABAX,20131010,39.36,39.36,38.93,39.02,145600
ABCB,20131010,17.72,18,17.69,17.9,85900
ABCD,20131010,1.38,1.38,1.33,1.38,12300
ABCO,20131010,60.35,61.91,59.41,61.76,132900
ABFS,20131010,21.99,22.78,21.93,22.3,567900
ABIO,20131010,1.53,1.62,1.48,1.53,1194200
ABMD,20131010,19.73,19.9,19.56,19.74,189500
ABTL,20131010,7.4,7.58,7.35,7.51,16100
ACAD,20131010,20.61,23.24,20.41,23.03,7756100
ACAS,20131010,13.5,13.69,13.45,13.62,1725000
ACAT,20131010,54.85,56.21,54.85,56.16,61500
ACCL,20131010,9.61,9.65,9.43,9.51,109900
ACET,20131010,15.33,15.58,15.26,15.44,202800
ACFC,20131010,3.95,3.95,3.88,3.88,2200
ACFN,20131010,3.11,3.38,3.02,3.02,612800
ACGL,20131010,54.64,55.76,54.64,55.76,252900
ACHC,20131010,38.58,39.63,38.4,39.29,149200
ACHN,20131010,2.48,2.61,2.42,2.47,2932800
ACIW,20131010,52.75,54.01,52.22,54,174300
ACLS,20131010,2.29,2.37,2.27,2.37,590600
ACNB,20131010,16.78,16.85,16.78,16.82,9300
ACOR,20131010,34.64,35.55,34.53,35.33,236500
ACPW,20131010,2.93,3.02,2.93,2.95,53600
ACRX,20131010,9.02,9.33,8.67,8.8,1029300
ACST,20131010,2.32,2.32,2.14,2.14,8000
ACTG,20131010,20.23,20.23,19.9,20.06,460400
ACTS,20131010,2.52,2.53,2.46,2.51,46100
ACUR,20131010,2.19,2.23,1.82,1.88,3135000
ACWI,20131010,53.89,54.49,53.81,54.43,718500
ACWX,20131010,44.9,45.47,44.87,45.39,173500
ACXM,20131010,29.33,29.82,29.17,29.52,472500
ADAT,20131010,0.93,0.96,0.93,0.93,62600
ADBE,20131010,50.06,51.22,49.86,51.17,3740900
ADEP,20131010,8.27,8.97,8.27,8.94,316400
ADES,20131010,38.91,39.33,38.26,38.55,43700
ADHD,20131010,21.9,23.8,20.72,22.25,39800
ADI,20131010,46.16,46.71,45.97,46.65,1437500
ADNC,20131010,12.49,12.57,12.14,12.37,130200
ADP,20131010,70.84,71.93,70.61,71.81,1402500
ADRD,20131010,23.47,23.86,23.47,23.84,7000
ADRE,20131010,37.42,37.78,37.42,37.78,11700
ADRU,20131010,23.26,23.35,23.26,23.29,2200
ADSK,20131010,40.13,40.76,40.09,40.61,2643300
ADTN,20131010,24.9,25.17,24.51,24.94,1174400
ADUS,20131010,26.66,29.25,26.3,28.94,140400
ADVS,20131010,30.76,31.73,30.53,31.66,333800
AEGN,20131010,22.66,22.91,22.17,22.37,231400
AEGR,20131010,78.53,83.98,78.53,83.56,703700
AEHR,20131010,2.45,2.71,2.41,2.58,91000
AEIS,20131010,17.6,18.13,17.45,18.12,364000
AEPI,20131010,66,66.66,64.06,64.08,113400
AETI,20131010,7.2,7.31,7,7.19,31800
AEY,20131010,2.51,2.51,2.47,2.47,13900
AEZS,20131010,1.46,1.49,1.45,1.46,266900
AFAM,20131010,19.47,19.49,19.16,19.36,10200
AFCE,20131010,43.67,44.92,43.67,44.76,156700
AFFX,20131010,6.45,6.71,6.39,6.53,1203700
AFH,20131010,10.17,10.39,10.1,10.26,14100
AFOP,20131010,18.31,19.44,18.17,19.02,1003100
AFSI,20131010,35.39,36.38,35.05,36.19,1178800
AGEN,20131010,2.95,3,2.85,2.94,584600
AGII,20131010,43,43.6,42.05,43.42,73600
AGIIL,20131010,21.58,21.75,21.43,21.64,8100
AGIO,20131010,25.63,27.41,24.12,25.16,142700
AGNC,20131010,22.73,22.95,22.27,22.5,7976100
AGNCP,20131010,25.24,25.35,25.12,25.35,22000
AGYS,20131010,11.67,11.9,11.62,11.73,18400
AHGP,20131010,59.75,60,58.66,59.15,46500
AHPI,20131010,2.25,2.27,2.25,2.25,2100
AIMC,20131010,26.18,26.69,26.07,26.65,115100
AINV,20131010,8.17,8.28,8.15,8.25,1785500
AIQ,20131010,26.54,28.47,26.54,27.98,50400
AIRM,20131010,41.87,42.04,41.59,41.7,218300
AIRT,20131010,11,11,10.85,11,8500
AIXG,20131010,15.01,15.3,14.98,15.3,160300
AKAM,20131010,49.74,51.32,49.65,51.06,2058900
AKRX,20131010,19.66,20.42,19.56,20.11,1324900
ALCO,20131010,40.21,41.06,40.15,41,5600
ALCS,20131010,14,14,13.91,13.91,5300
ALGN,20131010,44.15,44.67,41.83,42.52,3324000
ALGT,20131010,98.41,99.81,97.29,98.19,124800
ALIM,20131010,3.36,3.36,3.24,3.3,92500
ALKS,20131010,31.09,31.93,30.84,31.84,1539700
ALLB,20131010,14.8,14.86,14.65,14.86,2000
ALLT,20131010,13.43,13.76,13.2,13.37,148100
ALNY,20131010,54.56,59.48,54.14,59,1039600
ALOG,20131010,86.94,87.71,86.27,87.39,69000
ALOT,20131010,11.62,11.62,10.51,11.58,3400
ALSK,20131010,2.36,2.59,2.36,2.59,571000
ALTI,20131010,5.04,5.05,4.52,4.87,246400
ALTR,20131010,36.09,36.75,35.98,36.72,2010300
ALVR,20131010,1,1.03,0.97,0.98,134100
ALXA,20131010,5,5.04,4.86,5,94700
ALXN,20131010,106.94,109.08,106.25,108.67,744900
AMAG,20131010,19.27,20.07,19.27,19.87,54500
AMAP,20131010,15.7,16.05,15.66,15.75,268700
AMAT,20131010,17.48,17.93,17.45,17.89,10927800
AMBA,20131010,18.52,19.7,18.52,19.45,1032100
AMBC,20131010,15.75,16.73,15.5,16.72,1182400
AMBCW,20131010,9.44,9.8,9,9.68,133300
AMBI,20131010,16.41,17.8,16.25,16.44,26100
AMBT,20131010,2.31,2.35,2.28,2.31,1600
AMCC,20131010,12.67,12.95,12.48,12.73,1404200
AMCF,20131010,1.41,1.89,1.29,1.83,551800
AMCN,20131010,2,2.17,1.97,2.09,242300
AMCX,20131010,63.51,64.79,63.51,64.17,1015600
AMED,20131010,17.65,18.1,17.28,17.32,613700
AMGN,20131010,107.17,109.99,106.99,109.92,3096500
AMIC,20131010,9.59,10.19,9.59,9.71,3500
AMKR,20131010,4.44,4.48,4.41,4.44,559100
AMNB,20131010,21.63,22.04,21.5,21.72,14700
AMOT,20131010,8.14,8.27,8.05,8.09,34100
AMOV,20131010,19.38,20.37,19.38,20.37,3100
AMRB,20131010,8.8,8.8,8.78,8.78,200
AMRI,20131010,12.17,12.73,12.08,12.69,126300
AMRN,20131010,6.4,6.54,6.3,6.37,7810100
AMRS,20131010,2.27,2.29,2.23,2.25,62700
AMSC,20131010,2.24,2.25,2.19,2.25,311600
AMSF,20131010,34.95,36.01,34.95,35.95,57400
AMSG,20131010,41,41.79,40.61,41.34,122500
AMSWA,20131010,8.52,8.8,8.38,8.76,94000
AMWD,20131010,31.95,32.61,31.39,32.53,109600
AMZN,20131010,304.65,306.7,302.59,305.17,2557100
ANAC,20131010,10.79,11.28,10.75,11.06,217400
ANAD,20131010,2.07,2.1,2.05,2.1,656300
ANAT,20131010,93.97,96.22,93.43,95.84,35700
ANCB,20131010,16.5,16.54,16.49,16.54,500
ANCI,20131010,1.73,1.73,1.61,1.65,800
ANCX,20131010,14.11,14.69,13.85,14.67,21600
ANDA,20131010,10.18,10.18,10.18,10.18,400
ANDE,20131010,69.22,70.99,68.51,69,117600
ANEN,20131010,25.69,25.69,25.5,25.64,21500
ANGI,20131010,14.76,15.6,14.75,15.53,2507600
ANGO,20131010,14.05,14.44,13.9,14.28,392100
ANIK,20131010,24.42,25,24.35,24.69,100300
ANIP,20131010,10.28,10.74,9.9,10.43,55900
ANLY,20131010,6.45,6.45,6.42,6.45,4400
ANSS,20131010,84.54,85.64,83.85,85.63,233400
ANTH,20131010,3.7,3.78,3.66,3.73,54800
AOSL,20131010,7.92,7.95,7.82,7.86,40800
APAGF,20131010,14.5,14.78,14.46,14.74,12000
APEI,20131010,35.79,36.22,35.73,35.98,179300
APFC,20131010,44.16,50.5,44.16,49.32,125800
APOG,20131010,30.05,30.54,29.85,30.33,235800
APOL,20131010,20.29,20.64,20.1,20.3,1693800
APPY,20131010,1.92,1.92,1.82,1.88,351100
APRI,20131010,2.16,2.19,2.12,2.14,129400
APSA,20131010,21.58,21.58,20.7,21.2,4000
APWC,20131010,3.8,3.85,3.67,3.67,3200
ARAY,20131010,7.31,7.38,7.22,7.24,744900
ARCC,20131010,17.11,17.25,17.11,17.24,1272900
ARCI,20131010,3,3.07,2.95,3.06,39500
ARCP,20131010,12.34,12.41,12.27,12.34,2511700
ARCW,20131010,7.3,7.3,7.28,7.28,700
ARDNA,20131010,129.5,130.99,129.28,129.8,2500
AREX,20131010,28.19,29.25,28,29.11,642200
ARIA,20131010,5.8,5.98,5.33,5.41,26899300
ARII,20131010,41.08,42.25,41.06,41.61,228900
ARKR,20131010,21.11,21.27,21.11,21.27,4400
ARLP,20131010,74.82,74.82,74,74.63,21000
ARMH,20131010,46.88,47.54,46.88,47.4,874000
ARNA,20131010,4.33,4.43,4.29,4.38,3876600
AROW,20131010,25.27,25.38,25.08,25.33,10400
ARQL,20131010,2.3,2.35,2.28,2.29,312000
ARRS,20131010,16.99,17.15,16.81,16.99,764400
ARRY,20131010,5.56,5.82,5.55,5.7,2290200
ARTC,20131010,35.33,35.64,35.01,35.44,51400
ARTNA,20131010,22.47,22.54,22.19,22.3,18800
ARTW,20131010,6.84,6.92,6.84,6.92,200
ARTX,20131010,1.8,1.82,1.75,1.81,231600
ARUN,20131010,18.6,19.53,18.6,19.38,4555600
ARWR,20131010,7.37,8.27,7,8.01,1745900
ASBC,20131010,15.56,15.79,15.54,15.75,1164900
ASBI,20131010,12.65,12.75,12.65,12.75,300
ASCMA,20131010,84.21,86.71,84.12,86.03,45900
ASEI,20131010,59.94,61,58.71,60.99,18800
ASFI,20131010,8.73,8.73,8.46,8.46,12900
ASIA,20131010,11.52,11.59,11.5,11.59,398600
ASMI,20131010,34.45,34.54,34.3,34.54,2300
ASML,20131010,96.71,97.82,96.55,97.71,1060300
ASNA,20131010,19.98,20.03,19.53,19.79,2724800
ASPS,20131010,135.18,137,134.55,136,61700
ASRV,20131010,3.09,3.12,3.09,3.12,7200
ASRVP,20131010,26.7,26.7,26.7,26.7,100
ASTC,20131010,0.66,0.66,0.65,0.66,19100
ASTE,20131010,35.22,35.79,34.9,35.28,39200
ASTI,20131010,1.01,1.06,0.98,1,490400
ASTM,20131010,0.23,0.24,0.22,0.23,4063100
ASTX,20131010,8.51,8.51,8.48,8.49,1718600
ASUR,20131010,4.41,4.62,4.27,4.62,25400
ASYS,20131010,7.94,8.02,7.61,7.75,29300
ATAI,20131010,4.76,4.94,4.76,4.94,200
ATAX,20131010,6.95,7,6.9,6.99,29900
ATEA,20131010,2.9,2.9,2.7,2.72,4500
ATEC,20131010,2.07,2.07,2,2.04,100800
ATHN,20131010,107.93,110.39,107.3,110.18,265300
ATHX,20131010,1.83,1.9,1.82,1.86,448700
ATLC,20131010,3.53,3.53,3.31,3.38,21100
ATLO,20131010,21.37,22.15,21.37,22.1,12600
ATMI,20131010,26.46,26.91,26.09,26.85,103900
ATML,20131010,7.23,7.38,7.22,7.35,8172300
ATNI,20131010,52.47,52.8,51.77,52.69,10000
ATNY,20131010,3.16,3.16,2.92,3.01,119900
ATOS,20131010,2.09,2.25,2.03,2.04,503400
ATRC,20131010,11.57,11.8,11.47,11.73,39600
ATRI,20131010,257.89,257.89,257.4,257.5,1300
