<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
AACC,20111115,2.83,3.08,2.83,3,11700
AAME,20111115,1.8,2,1.8,2,29400
AAON,20111115,21.32,22.03,21.32,21.94,55300
AAPL,20111115,380.8,389.5,379.45,388.83,15392100
AAWW,20111115,37.19,39.51,37.19,39.23,297600
AAXJ,20111115,52.8,53.51,52.65,53.27,417400
ABAX,20111115,26.53,27.93,26.53,27.75,113600
ABCB,20111115,10.05,10.29,10.05,10.14,37800
ABCD,20111115,3.14,3.16,3.01,3.15,35400
ABCO,20111115,34.995,35.905,34.74,35.665,97400
ABFS,20111115,20.59,21.37,20.59,21.28,367800
ABIO,20111115,6.96,7.2,6.66,7.14,10900
ABMD,20111115,18.52,19.47,18.42,19.39,397300
ABTL,20111115,4.1,4.2,4,4.1,326300
ACAD,20111115,1.1,1.11,1.05,1.06,183500
ACAS,20111115,7.3,7.47,7.27,7.38,2629300
ACAT,20111115,19.99,21.48,19.64,21.35,121500
ACCL,20111115,6.7,6.88,6.54,6.78,209900
ACET,20111115,6.34,6.6,6.28,6.58,89700
ACFC,20111115,1.1,1.11,1.05,1.09,4700
ACFN,20111115,5.06,5.1,4.96,5.1,29200
ACGL,20111115,36.76,36.82,36.44,36.77,993300
ACHC,20111115,9.42,9.42,9.16,9.4,8600
ACHN,20111115,5.28,5.46,5.21,5.34,653800
ACIW,20111115,30.4,31.5,30.17,31.33,278300
ACLS,20111115,1.34,1.36,1.27,1.29,647000
ACNB,20111115,14.1,14.13,14.05,14.05,800
ACOR,20111115,22.39,23.22,22.39,23.02,329400
ACPW,20111115,4.2,4.3,3.85,4,478400
ACRX,20111115,2.96,3.04,2.73,2.95,3100
ACTG,20111115,33.72,34.73,32.88,34.31,312800
ACTS,20111115,1.92,2,1.92,1.98,44800
ACUR,20111115,4.07,4.2,4.06,4.18,100100
ACWI,20111115,42.78,43.39,42.67,43.18,404000
ACWX,20111115,37.92,38.23,37.71,38,420300
ACXM,20111115,13.13,13.42,12.89,13.26,421400
ADAT,20111115,1.6,1.7,1.6,1.64,49700
ADBE,20111115,28.13,28.59,28.11,28.47,5688800
ADEP,20111115,2.53,2.64,2.5,2.64,10300
ADES,20111115,15.69,16.2,15.06,15.11,277700
ADI,20111115,36.11,36.97,36.11,36.66,1986700
ADP,20111115,51.39,52.55,51.37,52.44,2004300
ADRA,20111115,23.31,23.57,23.29,23.57,600
ADRD,20111115,19.06,19.1,18.95,19.1,22900
ADRE,20111115,40.66,41.06,40.45,40.95,18900
ADRU,20111115,18.94,18.95,18.87,18.95,7100
ADSK,20111115,33.4,34.49,32.92,34.04,3579200
ADTN,20111115,33.4,34.42,33.13,34.3,666000
ADUS,20111115,3.99,4,3.94,3.98,4200
ADVS,20111115,27.53,28.82,27.49,28.61,146900
AEGN,20111115,15.28,15.72,14.91,15.63,121800
AEGR,20111115,14.67,15.09,14.53,15.04,19200
AEHR,20111115,0.71,0.71,0.67,0.7,1200
AEIS,20111115,9.04,9.41,8.95,9.29,308200
AEPI,20111115,22.82,23.27,22.63,23.27,9700
AERL,20111115,7.12,7.25,6.5,6.86,245800
AETI,20111115,3.97,3.97,3.97,3.97,0
AEY,20111115,2.07,2.07,2.04,2.04,17800
AEZS,20111115,10.02,10.62,9.96,10.56,1556400
AFAM,20111115,15.11,15.54,14.89,15.3,124900
AFCB,20111115,11.7,12.01,11.7,12.01,200
AFCE,20111115,15.21,15.87,15.06,15.65,41800
AFFX,20111115,4.94,5.06,4.82,5.03,1039300
AFFY,20111115,4.52,4.64,4.46,4.59,822100
AFOP,20111115,8.55,8.82,8.48,8.75,34500
AFSI,20111115,26.37,26.99,26.25,26.88,106800
AGEN,20111115,2.5,2.7,2.48,2.7,42200
AGII,20111115,29.88,30.17,29.61,29.97,112500
AGNC,20111115,27.9,28.1,27.81,28.06,3208500
AGYS,20111115,8.55,8.94,8.52,8.9,105600
AHGP,20111115,49.49,50,49.07,49.47,27200
AHPI,20111115,3.64,3.64,3.64,3.64,0
AIMC,20111115,16.82,17.61,16.46,17.44,155900
AINV,20111115,7.53,7.62,7.41,7.52,1447200
AIRM,20111115,25.64,26.96,25.64,26.6467,111000
AIRT,20111115,8.08,8.2,8.06,8.2,3300
AIXG,20111115,13.17,13.43,13.09,13.12,333400
AKAM,20111115,28.86,29.65,28.58,29.46,4116200
AKRX,20111115,9.23,9.36,9.05,9.33,539500
ALCO,20111115,22.24,22.4,22.14,22.39,4000
ALGN,20111115,22.88,23.29,22.57,23.1,640100
ALGT,20111115,51.76,52.11,51,51.38,126300
ALIM,20111115,1.53,1.61,1.39,1.5,1540600
ALKS,20111115,16,16.24,15.89,16.07,910800
ALLB,20111115,10.02,10.02,10.02,10.02,0
ALLT,20111115,16,16.59,15.95,16.3,512800
ALNY,20111115,7.01,7.13,6.9,6.93,308600
ALOG,20111115,53.4,54.38,52.98,54.22,46300
ALOT,20111115,8.02,8.19,7.96,8.13,1500
ALSK,20111115,5.14,5.21,5.03,5.04,948700
ALTE,20111115,22.62,23.11,22.57,22.84,458800
ALTI,20111115,1.06,1.07,1.02,1.07,32700
ALTR,20111115,36.96,38.11,36.89,37.86,3414900
ALVR,20111115,10,10,9.7,9.8,49600
ALXA,20111115,12.3,13,12,12.7,314900
ALXN,20111115,66.86,67.7,66.1,67.32,1822900
AMAG,20111115,15.54,15.99,15.39,15.85,336200
AMAP,20111115,12.48,12.59,12.28,12.43,48500
AMAT,20111115,12.24,12.73,12.24,12.64,11726500
AMBT,20111115,7.72,7.95,7.6,7.83,2800
AMCC,20111115,7.68,8.11,7.66,8.02,1995000
AMCF,20111115,3.03,3.03,2.9,2.91,8500
AMCN,20111115,2.49,2.49,2.4,2.45,20200
AMCX,20111115,36.26,37.58,36.25,36.97,257200
AMED,20111115,11.55,12.04,11.23,11.8,513400
AMGN,20111115,56.96,57.15,56.56,56.59,8218700
AMIC,20111115,4.83,4.83,4.73,4.73,4000
AMKR,20111115,4.75,4.87,4.7,4.83,1088400
AMNB,20111115,18.73,19.11,18.58,18.8,9600
AMOT,20111115,5.64,5.96,5.6,5.82,17800
AMOV,20111115,25.36,25.45,25.23,25.23,3800
AMPE,20111115,7.05,7.09,6.84,7.02,57500
AMRB,20111115,4.85,4.85,4.83,4.85,5600
AMRI,20111115,2.5,2.54,2.37,2.41,185200
AMRN,20111115,7.39,7.44,7.04,7.2,2052900
AMRS,20111115,12.22,12.52,11.89,12.43,226400
AMSC,20111115,4.08,4.11,3.96,4.06,734700
AMSF,20111115,23.53,23.7,23.27,23.52,105000
AMSG,20111115,24.82,25.34,24.61,25.21,109100
AMSWA,20111115,8.75,8.99,8.66,8.97,82800
AMWD,20111115,13.59,13.7,13.2,13.23,33600
AMZN,20111115,218,220.33,214.26,217.83,5739100
ANAC,20111115,6.56,6.68,6.33,6.46,24700
ANAD,20111115,2.54,2.55,2.48,2.52,394900
ANAT,20111115,71.57,72.36,71.04,71.94,7700
ANCB,20111115,5.76,5.92,5.76,5.92,700
ANCI,20111115,1.62,1.62,1.62,1.62,0
ANCX,20111115,8.22,8.26,8.2,8.22,2100
ANDE,20111115,40.87,41.62,40.61,41.45,113000
ANEN,20111115,19.1,19.44,18.9,19.09,52600
ANGO,20111115,14.44,14.56,14.1,14.41,154900
ANIK,20111115,8.49,8.64,8.37,8.37,44200
ANLY,20111115,4.69,4.7,4.6,4.65,38100
ANSS,20111115,58.36,59.72,58.18,59.15,181200
ANTH,20111115,6.9,7.01,6.82,6.9,157500
ANTP,20111115,1.75,1.75,1.75,1.75,400
AOSL,20111115,8.85,9.05,8.8,9.05,80000
APAGF,20111115,82.3,83.98,81.59,83.69,17400
APEI,20111115,36.82,38.24,36.33,37.2,188400
APFC,20111115,7.78,7.79,7.78,7.79,300
APOG,20111115,10.35,10.7,10.15,10.64,83300
APOL,20111115,46.47,47.14,46,46.85,797600
APPY,20111115,12,13.2,11.64,13.2,29300
APRI,20111115,4.33,4.49,4.25,4.37,125800
APSA,20111115,12.8,12.8,11.41,12.5,28800
APWC,20111115,3.1,3.1,2.9,3.08,5100
ARAY,20111115,3.96,4.09,3.85,4.03,546500
ARCC,20111115,15.05,15.33,15.02,15.26,1394500
ARCI,20111115,5.75,5.75,5.65,5.75,8300
ARCP,20111115,10.4,10.4,10.3,10.4,31500
ARCW,20111115,2.97,2.97,2.97,2.97,0
ARDNA,20111115,92.96,94,92.04,94,700
AREX,20111115,28.81,29.3,28.15,28.99,1240800
ARIA,20111115,10.97,11.14,10.82,10.96,2673400
ARII,20111115,24.58,25.28,23.89,25,63700
ARKR,20111115,13.35,14,13.34,14,4300
ARLP,20111115,73.5,74.49,73.25,73.6,37500
ARMH,20111115,29.78,30.3,29.77,30.11,3033500
ARNA,20111115,1.39,1.41,1.37,1.4,570900
AROW,20111115,23.07,23.7,23.07,23.63,26500
ARQL,20111115,5.88,5.99,5.72,5.91,185400
