<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
AACC,20120920,7.38,7.5,7.21,7.47,23900
AAIT,20120920,27.49,27.49,27.49,27.49,0
AAME,20120920,2.62,2.72,2.62,2.72,1500
AAON,20120920,20.06,20.06,19.68,19.72,28200
AAPL,20120920,699.16,700.06,693.62,698.7,12020200
AAWW,20120920,55.88,56.99,55.44,55.67,307000
AAXJ,20120920,55.96,56.26,55.8,56.18,182700
ABAX,20120920,36.75,37.06,34.87,36.89,97900
ABCB,20120920,12.65,12.66,12.41,12.63,11000
ABCD,20120920,1.06,1.1,1.06,1.06,19500
ABCO,20120920,47.41,47.92,46.62,46.88,91400
ABFS,20120920,8,8.05,7.51,7.56,1016400
ABIO,20120920,2.7,2.7,2.4,2.46,402400
ABMD,20120920,21.11,21.56,21.07,21.47,484300
ABTL,20120920,3.56,3.6,3.5,3.6,16200
ACAD,20120920,2.53,2.8,2.46,2.76,5472600
ACAS,20120920,11.71,11.85,11.63,11.85,1402600
ACAT,20120920,42.27,42.86,41.98,42.47,135600
ACCL,20120920,8.29,8.55,8.22,8.51,192500
ACET,20120920,9.65,9.72,9.58,9.66,56900
ACFC,20120920,2,2,2,2,0
ACFN,20120920,10.01,10.19,9.73,9.79,78700
ACGL,20120920,41.04,41.35,40.93,41.35,195900
ACHC,20120920,23.03,23.66,22.82,23.52,134700
ACHN,20120920,9.38,9.45,9.07,9.33,1497200
ACIW,20120920,42.35,42.8,40.21,42.59,154500
ACLS,20120920,1.1,1.12,1.03,1.08,537700
ACNB,20120920,15.42,15.51,15.42,15.51,1500
ACOR,20120920,25.34,25.56,25.27,25.45,175000
ACPW,20120920,4.25,4.45,4.1,4.15,505700
ACRX,20120920,3.46,3.5,3.45,3.5,29200
ACTG,20120920,28.3,29.7,28.13,29.35,674500
ACTS,20120920,1.61,1.63,1.61,1.63,20300
ACUR,20120920,1.82,1.88,1.77,1.8,38800
ACWI,20120920,47.38,47.62,47.2,47.58,514900
ACWX,20120920,40.22,40.4,40.03,40.4,56400
ACXM,20120920,18.31,18.39,17.95,18.23,285100
ADAT,20120920,1.26,1.37,1.26,1.37,18100
ADBE,20120920,33.25,34.55,33,34.53,12400200
ADEP,20120920,4.23,4.36,4.21,4.31,6200
ADES,20120920,23.36,23.68,23.36,23.55,21500
ADI,20120920,40.83,40.92,40.35,40.51,2116800
