<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
AACC,20110106,6.14,6.31,6.08,6.19,12800
AAME,20110106,2.23,2.23,2.1,2.1,600
AAON,20110106,18.7867,18.8267,18.5,18.62,31800
AAPL,20110106,334.71,335.25,332.9,333.73,10729500
AAWW,20110106,53.96,54.23,53.21,53.21,180800
AAXJ,20110106,64.4,64.6,64.09,64.28,1076500
ABAX,20110106,26.18,26.34,25.3,25.45,204600
ABCB,20110106,11.04,11.2,10.9,11.1,32500
ABCD,20110106,3.42,3.44,3.26,3.4,24700
ABCO,20110106,24.61,25.165,24.19,24.4,79600
ABFS,20110106,26.87,27.11,26.31,26.63,141700
ABIO,20110106,19.5,20.04,19.26,19.5,22100
ABMD,20110106,9.9,10.05,9.9,10.05,98800
ABTL,20110106,4.85,4.85,4.7,4.8,140800
ACAD,20110106,1.21,1.21,1.15,1.19,534000
ACAS,20110106,8.03,8.05,7.85,7.86,2747000
ACAT,20110106,14.18,14.18,13.74,13.82,72000
ACCL,20110106,8.45,8.47,8.31,8.41,121800
ACET,20110106,9.28,9.3,9,9.07,133800
ACFC,20110106,1.76,1.76,1.76,1.76,200
ACFN,20110106,4.1,4.11,4,4.06,58700
ACGL,20110106,28.6633,29.3333,28.6633,28.96,406500
ACHN,20110106,3.81,4.14,3.81,4.14,146400
ACIW,20110106,26.84,26.92,26.48,26.59,80700
ACLS,20110106,3.34,3.35,3.19,3.27,1944500
ACNB,20110106,15.27,15.28,15.27,15.27,400
ACOR,20110106,28.69,28.69,27.76,27.98,802800
ACPW,20110106,13,13.05,12.8,12.95,345900
ACTG,20110106,26.55,26.88,26.15,26.61,224700
ACTS,20110106,2.24,2.3,2.23,2.28,333600
ACUR,20110106,3.59,3.6,3.51,3.55,60300
ACWI,20110106,47.16,47.16,46.66,46.81,1656200
ACWX,20110106,44.15,44.16,43.6,43.74,324200
ACXM,20110106,17.54,17.62,17.16,17.23,390700
ADAT,20110106,0.94,0.94,0.9,0.94,26600
ADBE,20110106,32.13,32.29,31.88,32.27,6231700
ADEP,20110106,5.15,5.15,4.88,5,11200
ADES,20110106,11.06,11.76,11.03,11.64,46800
ADI,20110106,37.75,38.13,37.56,37.81,2987100
ADP,20110106,47.54,48.01,47.45,48,3301600
ADRA,20110106,28.7,28.75,28.51,28.53,3900
ADRD,20110106,21.65,21.65,21.34,21.38,8200
ADRE,20110106,48.1,48.28,47.82,47.82,60000
ADRU,20110106,20.89,21.05,20.74,20.76,2600
ADSK,20110106,41.16,41.39,40.91,41.26,2867700
ADTN,20110106,37.88,39.48,37.68,38.93,2910500
ADUS,20110106,4.75,4.86,4.7,4.76,54300
ADVS,20110106,28.9,29.815,28.72,29.555,107000
AEGR,20110106,14.84,15,13.83,14.09,25300
AEHR,20110106,1.25,1.25,1.1,1.2,47500
AEIS,20110106,13.41,13.6,13.26,13.32,381200
AEPI,20110106,26.93,27.02,25.84,26.86,7000
AERL,20110106,9.99,10.99,9.71,10.94,981100
AETI,20110106,2.2,2.2,1.9,2.12,97000
AEY,20110106,3.12,3.18,3.12,3.17,10300
AEZS,20110106,10.8,10.8,10.38,10.44,665900
AFAM,20110106,40.07,40.19,39.37,39.65,55800
AFCB,20110106,12.5,12.5,12.5,12.5,1000
AFCE,20110106,15.24,15.26,14.83,14.98,36800
AFFX,20110106,4.54,4.75,4.54,4.68,417300
AFFY,20110106,6.61,6.96,6.58,6.95,742200
AFOP,20110106,17.05,17.16,16.17,16.91,187300
AFSI,20110106,17.85,17.88,17.58,17.58,104700
AGEN,20110106,1.14,1.14,1.06,1.06,858600
AGII,20110106,37,37.07,36.43,36.5,104500
AGNC,20110106,28.9,29.28,28.88,29.23,1836800
AGYS,20110106,5.54,5.55,5.38,5.4,104900
AHGP,20110106,48.77,49.38,48.61,48.72,21300
AHPI,20110106,4.11,4.43,4.1,4.38,2200
AIMC,20110106,20.9,21.2,20.76,20.87,157400
AINV,20110106,11.5,11.54,11.36,11.38,1319000
