<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
AACC,20111229,3.63,3.88,3.55,3.82,12400
AAME,20111229,1.99,1.99,1.99,1.99,4400
AAON,20111229,20.44,20.86,20.39,20.75,177600
AAPL,20111229,403.4,405.65,400.51,405.12,7719800
AAWW,20111229,37.6,38.79,37.4,38.54,146000
AAXJ,20111229,49.77,50.07,49.65,50.03,340600
ABAX,20111229,27.7,27.75,27.41,27.73,42800
ABCB,20111229,10.2,10.4,10.15,10.37,47300
ABCD,20111229,3.05,3.22,3.05,3.13,10500
ABCO,20111229,36.665,36.855,36.48,36.72,24600
ABFS,20111229,19.09,19.28,18.92,19.28,314100
ABIO,20111229,5.7,6,5.7,5.94,40900
ABMD,20111229,18.27,18.49,18.23,18.38,144200
ABTL,20111229,3.7,3.75,3.5,3.75,775300
ACAD,20111229,1.09,1.15,1.09,1.12,116900
ACAS,20111229,6.87,6.97,6.84,6.88,1869800
ACAT,20111229,23.25,23.5,22.65,23.21,232700
ACCL,20111229,6.71,6.81,6.68,6.73,125000
ACET,20111229,6.81,6.99,6.79,6.97,41700
ACFC,20111229,1.77,2.49,1.77,2.49,62400
ACFN,20111229,6.11,6.19,5.99,6.13,57900
ACGL,20111229,37.26,37.42,37.14,37.32,333800
ACHC,20111229,9.65,9.85,9.6,9.83,72700
ACHN,20111229,7.79,7.81,7.6,7.73,165400
ACIW,20111229,29.36,29.61,29.18,29.25,129000
ACLS,20111229,1.3,1.37,1.29,1.33,534400
ACNB,20111229,14.12,14.14,14,14,2800
ACOR,20111229,23.41,23.89,23.28,23.57,162700
ACPW,20111229,3.35,3.35,3.2,3.2,1649900
ACRX,20111229,2.14,2.14,2.14,2.14,1000
ACTG,20111229,36.56,36.62,35.82,35.9,279200
ACTS,20111229,1.79,1.85,1.79,1.85,28300
ACUR,20111229,3.52,3.57,3.46,3.51,41800
ACWI,20111229,41.77,42.24,41.72,42.19,929600
ACWX,20111229,36.14,36.64,36.11,36.62,1341200
ACXM,20111229,12.06,12.41,11.94,12.3,291900
ADAT,20111229,1.42,1.42,1.38,1.4,26500
ADBE,20111229,28.02,28.45,27.98,28.31,2579700
ADEP,20111229,2.24,2.46,2.24,2.27,18000
ADES,20111229,22.69,22.9,22.26,22.86,73700
ADI,20111229,35.88,36,35.69,35.85,1370300
ADP,20111229,54.15,54.5,53.93,54.35,1351200
ADRA,20111229,22.25,22.33,22.1,22.33,4500
ADRD,20111229,18.3,18.59,18.3,18.59,39900
ADRE,20111229,37.62,37.94,37.62,37.85,73700
ADRU,20111229,18.41,18.47,18.4,18.46,4200
ADSK,20111229,29.99,30.5,29.88,30.4,1535900
ADTN,20111229,29.97,30.23,29.83,30.06,452500
ADUS,20111229,3.5,3.6,3.45,3.59,10600
ADVS,20111229,24.34,24.84,24.05,24.78,81300
AEGN,20111229,14.45,15.04,14.45,14.83,1094300
AEGR,20111229,15.99,16.27,15.74,16.21,37000
AEHR,20111229,0.62,0.63,0.53,0.63,13200
AEIS,20111229,10.97,11.06,10.82,10.95,349100
AEPI,20111229,28.13,28.39,28,28.35,14700
AERL,20111229,5.95,5.97,5.78,5.91,33900
AETI,20111229,4.64,5.34,4.48,5.15,73800
AEY,20111229,2.02,2.05,1.99,2.02,4400
AEZS,20111229,9.06,9.18,8.94,9.12,624300
AFAM,20111229,16.3,16.61,16.3,16.57,85700
AFCB,20111229,12.03,12.22,12,12.22,12700
AFCE,20111229,14.9,14.97,14.74,14.84,45000
AFFX,20111229,4.18,4.2,4.11,4.2,392800
AFFY,20111229,6.61,6.78,6.5,6.62,617200
AFOP,20111229,7.75,7.86,7.71,7.85,9000
AFSI,20111229,23.75,23.96,23.67,23.81,159400
AGEN,20111229,2.09,2.15,1.92,2.04,167700
AGII,20111229,29.11,29.15,28.93,29,71400
AGNC,20111229,28.3,28.38,28.22,28.28,1887800
AGYS,20111229,7.84,8.07,7.74,8.04,54000
AHGP,20111229,51.94,52.78,51.7,52.3,21600
AHPI,20111229,3.19,3.37,3.14,3.14,4100
AIMC,20111229,18.58,19.18,18.46,18.8,96700
AINV,20111229,6.47,6.6,6.43,6.48,1348400
AIRM,20111229,28.39,29.02,28.39,28.43,45400
AIRT,20111229,8.22,8.43,8.21,8.43,8300
AIXG,20111229,12.31,12.56,12.31,12.54,139700
AKAM,20111229,32.05,32.39,31.91,32.3,2305600
AKRX,20111229,11.24,11.25,11.09,11.22,764400
ALCO,20111229,19.19,19.24,19,19.2,12600
ALGN,20111229,23.8,24.18,23.63,24.02,590700
ALGT,20111229,53.65,54.7,53.57,54.22,63900
ALIM,20111229,1.27,1.31,1.26,1.3,130400
ALKS,20111229,17.38,17.76,17.3,17.44,505400
ALLB,20111229,10.49,10.5,10.49,10.5,6700
ALLT,20111229,15.51,15.68,15.3,15.38,289400
ALNY,20111229,7.99,8.24,7.97,8.22,153600
ALOG,20111229,56.77,58,56.77,57.76,34400
ALOT,20111229,7.49,7.55,7.24,7.55,4100
ALSK,20111229,2.92,3.01,2.82,2.97,2057100
ALTE,20111229,23.43,23.97,23.43,23.9,403900
ALTI,20111229,0.75,0.75,0.63,0.63,1632500
ALTR,20111229,37.34,37.54,37.1,37.47,1721000
ALVR,20111229,8.7,9.1,8.6,8.7,186600
ALXA,20111229,7.9,8.3,7.8,8,308900
ALXN,20111229,69.97,71.29,69,70.98,1289300
AMAG,20111229,19.02,19.02,18.01,18.93,109500
AMAP,20111229,9.86,9.98,9.76,9.97,26500
AMAT,20111229,10.7,10.79,10.62,10.68,8106000
AMBT,20111229,4.94,5,4.8,4.91,13400
AMCC,20111229,6.82,6.84,6.68,6.7,712900
AMCF,20111229,3.05,3.17,3.05,3.17,50600
AMCN,20111229,3.48,3.5,3.17,3.5,91200
AMCX,20111229,37.08,37.37,36.66,37.26,304700
AMED,20111229,10.57,10.89,10.51,10.66,251600
AMGN,20111229,64.21,64.78,63.84,64.74,3525200
AMIC,20111229,3.92,4.17,3.61,3.61,16200
AMKR,20111229,4.42,4.47,4.32,4.36,1250100
AMNB,20111229,19.18,19.53,19.18,19.26,6000
AMOT,20111229,5.24,5.43,5.15,5.43,34800
AMOV,20111229,22.3,22.52,22.01,22.52,10900
AMPE,20111229,3.82,4.05,3.8,4.05,90700
AMRB,20111229,4.55,4.69,4.55,4.55,5900
AMRI,20111229,2.91,2.95,2.88,2.93,32300
AMRN,20111229,6.8,7.24,6.7,7.23,1459100
AMRS,20111229,11.43,11.72,11.32,11.49,445200
AMSC,20111229,3.75,3.8,3.64,3.76,868000
AMSF,20111229,23.39,23.69,23.22,23.46,58500
AMSG,20111229,26.17,26.51,26.16,26.38,74100
AMSWA,20111229,9.36,9.6,9.22,9.34,154400
AMWD,20111229,12.81,13.33,12.81,13.08,21700
AMZN,20111229,169.62,174.55,166.97,173.86,8212500
ANAC,20111229,5.95,6.24,5.95,6.19,48700
ANAD,20111229,2.16,2.21,2.12,2.19,199000
ANAT,20111229,72.51,73.54,72.51,73.25,27900
ANCB,20111229,6.41,6.41,6.09,6.28,4300
ANCI,20111229,1.26,1.26,1.14,1.17,16700
ANCX,20111229,8.36,8.36,8.36,8.36,400
ANDE,20111229,43.83,44.74,43.83,44.39,148500
ANEN,20111229,16.66,16.81,16.58,16.71,35300
ANGI,20111229,16.3,16.3,15.37,15.99,204600
ANGO,20111229,14.81,14.98,14.72,14.91,66800
ANIK,20111229,9.35,9.41,9.2,9.35,25200
ANLY,20111229,5.64,5.74,5.62,5.62,7800
ANSS,20111229,56.61,57.37,56.61,57.24,171800
ANTH,20111229,5.97,6.05,5.72,5.86,118600
ANTP,20111229,2.28,2.28,2,2.08,23700
AOSL,20111229,7.22,7.27,7.03,7.21,92700
APAGF,20111229,81.89,82.84,81.5,82.32,11700
APEI,20111229,43.78,44.17,43.56,43.6,139900
APFC,20111229,7.5,7.59,7.42,7.5,14200
APOG,20111229,12.24,12.61,12.24,12.5,71100
APOL,20111229,53.33,54.33,53.22,54.08,1668800
APPY,20111229,6,6.18,5.94,6,46000
APRI,20111229,5.2,5.32,5,5.16,148900
APSA,20111229,16.42,16.5,16.42,16.5,400
APWC,20111229,2.87,2.87,2.85,2.85,2800
ARAY,20111229,4.1,4.19,4.05,4.16,456300
ARCC,20111229,15.23,15.49,15.21,15.45,759500
ARCI,20111229,4.72,4.82,4.6,4.82,19900
ARCP,20111229,10.2,10.32,10.19,10.21,9800
ARCW,20111229,2.96,2.97,2.95,2.95,7300
ARDNA,20111229,90.21,92.65,90.21,92.45,1300
AREX,20111229,29.23,30.28,28.34,29.89,233000
ARIA,20111229,12.23,12.37,12.02,12.26,1739000
ARII,20111229,24.61,25.05,23.94,23.99,102700
ARKR,20111229,13.15,13.18,13,13,2600
ARLP,20111229,76.38,77,76.03,76.82,64800
ARMH,20111229,27.34,27.42,27.09,27.33,1305500
ARNA,20111229,1.93,1.96,1.9,1.91,1585400
AROW,20111229,23.33,23.73,23.31,23.73,13000
ARQL,20111229,5.61,5.78,5.6,5.74,118100
ARRS,20111229,10.54,10.83,10.54,10.81,819800
ARRY,20111229,2.02,2.1,1.96,2.08,167700
ARTC,20111229,31.18,31.91,31.18,31.77,76400
ARTNA,20111229,18.75,18.8,18.56,18.8,11800
ARTW,20111229,5.3,5.45,5.3,5.4,5400
ARTX,20111229,1.16,1.18,1.11,1.14,26200
ARUN,20111229,18.11,18.52,18.1,18.41,1257300
ARWR,20111229,4.15,4.25,4.07,4.25,13900
ASBB,20111229,11.66,11.66,11.63,11.63,500
ASBC,20111229,11.11,11.3,11.09,11.28,655200
ASBCW,20111229,1.19,1.19,1.15,1.19,1600
ASBI,20111229,3.91,3.95,3.9,3.95,3900
ASCA,20111229,17.6,17.82,17.46,17.49,184700
ASCMA,20111229,49.61,51.01,49.51,50.7,32100
ASEI,20111229,66.62,68.27,66.5,68.09,34800
ASFI,20111229,8.06,8.31,8.04,8.08,31000
ASIA,20111229,7.65,7.9,7.65,7.83,222400
ASMI,20111229,28.43,29.07,28.28,29.07,28900
ASML,20111229,41.92,42.31,41.62,42.25,936100
ASNA,20111229,14.85,15.055,14.79,15.03,368000
ASPS,20111229,50,50.22,49.94,50.09,84500
ASRV,20111229,1.9,1.9,1.85,1.88,10400
ASRVP,20111229,25.69,26.01,25.69,25.81,1800
ASTC,20111229,0.54,0.62,0.54,0.55,99400
ASTE,20111229,32.19,32.71,32.02,32.22,73000
ASTI,20111229,0.47,0.48,0.41,0.43,221900
ASTM,20111229,1.82,1.86,1.81,1.82,136700
ASTX,20111229,1.67,1.77,1.67,1.76,439700
ASUR,20111229,4.62,4.7067,4.4667,4.6267,45500
ASYS,20111229,8.33,8.55,8.26,8.47,129700
ATAI,20111229,8,8,7.53,7.69,5300
ATAX,20111229,5.01,5.07,4.95,4.96,146500
ATEA,20111229,3.44,3.47,3.25,3.4,6100
ATEC,20111229,1.76,1.79,1.68,1.7,159900
ATHN,20111229,49.16,50.35,48.68,50.13,521000
ATHX,20111229,1.78,1.85,1.74,1.74,29000
ATLO,20111229,18.17,19.54,18.17,19.53,6000
ATMI,20111229,20.15,20.52,20.15,20.36,81400
ATML,20111229,8.12,8.2,8.07,8.15,2546400
ATNI,20111229,37.99,38.98,37.81,38.87,14100
ATNY,20111229,3.15,3.18,3.1,3.15,280000
ATRC,20111229,11.08,11.35,11.04,11.14,40700
ATRI,20111229,242.49,242.49,238.81,242.49,500
ATRM,20111229,0.7,0.8,0.69,0.8,22400
ATRO,20111229,35.88,36.74,35.88,36.35,19100
