<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
AACC,20120726,6.08,6.08,5.99,6.04,18600
AAIT,20120726,24.82,24.82,24.82,24.82,0
AAME,20120726,2.73,2.73,2.61,2.69,1200
AAON,20120726,18.47,18.54,18.12,18.3,18500
AAPL,20120726,579.76,580.4,570.36,574.88,14528900
AAWW,20120726,44,44.9,43.05,43.57,126400
AAXJ,20120726,51.52,51.77,51.3,51.58,261400
ABAX,20120726,37,37.24,36.12,36.87,125200
ABCB,20120726,11.83,12.08,11.66,11.7,21300
ABCD,20120726,1.1,1.1,1.01,1.1,12600
ABCO,20120726,45.07,45.54,44.92,45.08,217800
ABFS,20120726,11.35,11.46,11.13,11.19,242300
ABIO,20120726,3.06,3.18,3,3,31200
ABMD,20120726,22.16,22.16,21.77,21.86,301100
ABTL,20120726,3.69,3.75,3.69,3.71,7600
ACAD,20120726,1.58,1.58,1.54,1.55,114800
ACAS,20120726,9.84,9.84,9.73,9.8,1949400
ACAT,20120726,43.06,45.89,40.34,42.15,783100
ACCL,20120726,8.06,8.12,7.97,8.04,79500
ACET,20120726,8.73,8.81,8.65,8.74,131900
ACFC,20120726,2.4,2.4,2.4,2.4,1300
ACFN,20120726,8.84,9.23,8.73,9.19,202900
ACGL,20120726,39.39,39.39,38.07,38.38,1037300
ACHC,20120726,16.43,16.43,15.96,16.2,93300
ACHN,20120726,6.35,6.55,6.24,6.52,510900
ACIW,20120726,36.51,40.72,36.51,40.68,1449500
ACLS,20120726,0.9,0.91,0.87,0.89,230000
ACNB,20120726,14.44,14.44,14.06,14.06,3400
ACOR,20120726,24.25,24.53,23.7,23.94,391000
ACPW,20120726,4,4.05,3.9,3.9,46900
ACRX,20120726,2.78,2.88,2.77,2.77,28700
ACTG,20120726,31.87,31.97,30.4,30.85,400600
ACTS,20120726,1.68,1.68,1.61,1.66,17100
ACUR,20120726,3.01,3.02,2.97,3.01,34600
ACWI,20120726,43.51,43.76,43.4,43.66,195500
ACWX,20120726,36.56,36.71,36.48,36.67,219500
ACXM,20120726,15.8,16,15.6,15.75,293500
ADAT,20120726,1.5,1.58,1.44,1.5,53100
ADBE,20120726,30.85,31.41,30.49,30.94,3644200
ADEP,20120726,3.91,3.91,3.65,3.86,7600
ADES,20120726,22.62,23.03,22.61,23,63900
ADI,20120726,38.41,38.82,38.13,38.33,2500200
ADNC,20120726,20.59,20.59,19.5,19.5,37300
ADP,20120726,56.36,56.93,55.99,56.52,2379100
ADRA,20120726,22.77,22.9,22.72,22.76,800
ADRD,20120726,18.36,18.49,18.29,18.4,6500
ADRE,20120726,36.81,37.28,36.74,37.23,52500
ADRU,20120726,18.25,18.32,18.24,18.27,1400
ADSK,20120726,32.82,33.83,32.67,33.49,3210000
ADTN,20120726,21,21.18,20.35,20.5,1447800
ADUS,20120726,4.69,4.72,4.27,4.47,37800
ADVS,20120726,27.11,27.36,26.88,27.32,63500
AEGN,20120726,17.45,17.76,17.34,17.71,79400
AEGR,20120726,14.12,14.9,14.12,14.89,71200
AEHR,20120726,1.2,1.22,1.2,1.2,9500
AEIS,20120726,11.17,11.7,11.07,11.58,568900
AEPI,20120726,46.33,46.65,45.83,45.89,27400
AERL,20120726,3.15,3.23,3.05,3.14,185300
AETI,20120726,4.22,4.38,4.11,4.37,1700
AEY,20120726,2.1,2.1,2.09,2.09,7600
AEZS,20120726,2.82,2.82,2.64,2.64,369400
AFAM,20120726,21.44,21.64,21.32,21.57,43700
AFCB,20120726,14.5,14.5,14.5,14.5,0
AFCE,20120726,22.09,22.35,22.09,22.21,94400
AFFX,20120726,4.26,4.28,4.13,4.16,406200
AFFY,20120726,16.55,16.66,15.97,16.27,581700
AFOP,20120726,9.22,9.24,9.06,9.2,35500
AFSI,20120726,29.85,30.1,29.6,29.8,140100
AGEN,20120726,4.6,4.77,4.53,4.61,44200
AGII,20120726,29.38,29.4,29,29.09,48400
AGNC,20120726,35.08,35.08,34.75,34.98,7574100
AGNCP,20120726,26.14,26.25,26.06,26.08,65900
AGYS,20120726,8.52,8.61,8.11,8.26,29800
AHGP,20120726,42.92,43.42,42.15,43.2,35900
AHPI,20120726,2.85,2.85,2.85,2.85,0
AIMC,20120726,15.41,15.52,15.18,15.32,92600
AINV,20120726,7.75,7.83,7.64,7.72,971100
AIRM,20120726,35.92,36.2067,35.31,35.6867,143200
AIRT,20120726,8.46,8.53,8.46,8.53,500
AIXG,20120726,13.67,13.79,13.17,13.21,429900
AKAM,20120726,33.45,35.2,32.93,35.04,13758500
AKRX,20120726,14.12,14.5,14.02,14.1,1431600
ALCO,20120726,30.64,31.67,30.41,30.63,3100
ALCS,20120726,7.27,7.43,6.97,7.19,2600
ALGN,20120726,34.79,35.4,34.54,35,1870400
ALGT,20120726,68.74,69.34,67.77,69.2,66600
ALIM,20120726,3.07,3.2,2.88,2.94,48300
ALKS,20120726,19.25,19.25,18.45,18.79,2570100
ALLB,20120726,12.25,12.25,12.25,12.25,700
ALLT,20120726,24.05,24.36,23.41,23.6,349700
ALNY,20120726,18.98,19.3,18.75,18.96,610500
ALOG,20120726,62.42,63.5,61.76,62.95,62900
ALOT,20120726,8.02,8.05,7.73,8.02,5400
ALSK,20120726,2.22,2.22,2.11,2.12,362800
ALTE,20120726,23.43,23.58,23.17,23.29,324300
ALTI,20120726,0.43,0.47,0.43,0.43,17900
ALTR,20120726,35.01,35.6,34.37,34.74,5017400
ALVR,20120726,3.5,3.7,3.5,3.5,103200
ALXA,20120726,3.53,3.6,3.37,3.47,167500
ALXN,20120726,105.36,108.87,103.95,106.14,2631200
AMAG,20120726,15.59,15.59,14.99,15.25,63100
AMAP,20120726,11.64,12.08,11.64,11.89,90600
AMAT,20120726,10.7,10.78,10.51,10.64,11535200
AMBT,20120726,4.84,5.16,4.84,5.16,37200
AMCC,20120726,5.25,5.83,5.25,5.66,1673900
AMCF,20120726,2.02,2.24,1.82,1.87,6500
AMCN,20120726,1.68,1.73,1.68,1.7,7800
AMCX,20120726,44.15,44.44,42,42.85,500500
AMED,20120726,11.83,11.99,11.15,11.3,298100
AMGN,20120726,79,80,78.5,79.29,5867700
AMIC,20120726,5.67,5.67,5.19,5.35,600
AMKR,20120726,4.83,4.97,4.78,4.91,798200
AMNB,20120726,23.06,23.2,22.75,22.93,10400
AMOT,20120726,5.9,5.9,5.9,5.9,1900
AMOV,20120726,26.3,26.86,26.3,26.86,3300
AMPE,20120726,3.04,3.07,3,3.06,205100
AMRB,20120726,6.78,6.78,6.78,6.78,0
AMRI,20120726,2.81,2.81,2.71,2.72,84800
AMRN,20120726,14.7,15.39,14.7,15.31,6034300
AMRS,20120726,3.46,3.51,3.34,3.38,396300
AMSC,20120726,3.82,3.85,3.63,3.7,570000
AMSF,20120726,26.01,26.22,25.69,25.72,20600
AMSG,20120726,29.92,29.92,28.92,29.15,119500
AMSWA,20120726,8.27,8.33,8.19,8.25,72700
AMWD,20120726,16.81,17.23,16.81,16.99,24200
AMZN,20120726,220,221.45,214.95,220.01,6937300
ANAC,20120726,5.84,6.23,5.72,6.05,89800
ANAD,20120726,1.6,1.65,1.54,1.59,456100
ANAT,20120726,71.82,71.82,70.44,70.44,24900
ANCB,20120726,10.88,10.88,10.88,10.88,300
