<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
AACC,20111213,3.53,3.77,3.44,3.51,12600
AAME,20111213,2,2.05,2,2.02,6000
AAON,20111213,21.35,21.5,20.39,20.51,55600
AAPL,20111213,393,395.4,387.1,388.81,12112000
AAWW,20111213,39.45,39.77,36.31,36.71,198200
AAXJ,20111213,50.29,50.65,49.48,49.74,374700
ABAX,20111213,27.51,27.99,26.49,26.57,106700
ABCB,20111213,10.08,10.15,9.65,9.7,52300
ABCD,20111213,2.8,2.83,2.7,2.75,60100
ABCO,20111213,35.07,36.04,35.07,35.27,44300
ABFS,20111213,18.87,19.02,17.83,17.94,305700
ABIO,20111213,8.4,8.52,8.16,8.34,40000
ABMD,20111213,20.92,21.5,20.34,20.44,438500
ABTL,20111213,3.75,3.9,3.65,3.9,164700
ACAD,20111213,1.05,1.06,1,1.01,101400
ACAS,20111213,6.8,6.83,6.52,6.59,3327800
ACAT,20111213,20.36,20.75,19.3,19.51,151700
ACCL,20111213,6.9,6.94,6.61,6.67,96600
ACET,20111213,6.66,6.68,6.38,6.44,47900
ACFC,20111213,2.24,2.3,2.02,2.12,10800
ACFN,20111213,5.54,5.55,5.4,5.47,30500
ACGL,20111213,36.8,37.07,36.17,36.36,488300
ACHC,20111213,8.25,8.54,7.95,8,48700
ACHN,20111213,7.69,7.9,7.29,7.33,886300
ACIW,20111213,30.07,30.15,28.79,29.01,233800
ACLS,20111213,1.3,1.31,1.22,1.22,248200
ACNB,20111213,13.65,13.65,13.63,13.65,1400
ACOR,20111213,22.61,22.76,21.99,22.04,233200
ACPW,20111213,3.4,3.4,3.1,3.15,928200
ACRX,20111213,2.8,2.83,2.77,2.77,2700
ACTG,20111213,33.19,33.27,30.61,31.16,531700
ACTS,20111213,1.82,1.87,1.79,1.85,57100
ACUR,20111213,3.77,3.85,3.58,3.58,49500
ACWI,20111213,42.43,42.62,41.48,41.59,448500
ACWX,20111213,37.2,37.42,36.38,36.46,325300
ACXM,20111213,12.79,12.91,12.27,12.32,403400
ADAT,20111213,1.5,1.54,1.4,1.54,91500
ADBE,20111213,27.55,27.7,26.89,26.99,8728700
ADEP,20111213,2.76,2.76,2.36,2.49,22100
ADES,20111213,19.65,20,19.5,19.78,72900
ADI,20111213,34.44,34.73,33.73,33.91,4092300
ADP,20111213,52.01,52.47,51.16,51.44,2362500
ADRA,20111213,23,23,23,23,100
ADRD,20111213,18.79,18.79,18.51,18.51,2700
ADRE,20111213,38.86,39.08,38.13,38.3,38600
ADRU,20111213,18.46,18.47,18.28,18.28,500
ADSK,20111213,33.6,33.89,32.5,32.7,3020500
ADTN,20111213,30.26,30.84,28.15,28.59,2478300
ADUS,20111213,3.63,3.64,3.5,3.61,13100
ADVS,20111213,26.1,26.36,25.3,25.4,203400
AEGN,20111213,15.46,15.69,14.98,15.05,255600
AEGR,20111213,16.82,16.9,16.32,16.52,123500
AEHR,20111213,0.68,0.69,0.57,0.69,9400
AEIS,20111213,10.22,10.45,9.89,9.95,269200
AEPI,20111213,25.83,26.06,25.11,25.2,14500
AERL,20111213,5.9,6.07,5.9,5.91,24600
