<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
AACC,20110331,5.33,5.39,5.33,5.37,20900
AAME,20110331,2.17,2.17,2.17,2.17,100
AAON,20110331,21.6733,21.98,21.5333,21.9333,33900
AAPL,20110331,346.3,349.8,346.06,348.51,9798800
AAWW,20110331,69.05,69.88,68.62,69.72,168000
AAXJ,20110331,62.91,63.28,62.85,62.98,635800
ABAX,20110331,28.61,29.05,28.6,28.84,97400
ABCB,20110331,10.2,10.2,10,10.16,27700
ABCD,20110331,3.32,3.42,3.3,3.4,40300
ABCO,20110331,25.66,25.775,25.535,25.75,36300
ABFS,20110331,25.74,26.15,25.62,25.92,231300
ABIO,20110331,14.58,15.36,14.52,15.3,32300
ABMD,20110331,14.93,15.05,14.51,14.53,178600
ABTL,20110331,7.25,7.35,7.05,7.05,145900
ACAD,20110331,1.56,1.64,1.54,1.62,166700
ACAS,20110331,9.77,9.93,9.72,9.91,3231700
ACAT,20110331,15.48,15.61,15.15,15.55,66300
ACCL,20110331,7.88,8.12,7.85,8,468700
ACET,20110331,7.94,7.99,7.88,7.97,50600
ACFC,20110331,9.95,9.95,9.95,9.95,300
ACFN,20110331,3.54,3.6,3.52,3.59,17900
ACGL,20110331,32.64,33.1833,32.64,33.0633,346600
ACHN,20110331,7.17,7.48,7.08,7.15,2445600
ACIW,20110331,32.68,33.01,32.54,32.8,194900
ACLS,20110331,2.63,2.65,2.6,2.65,1039000
ACNB,20110331,16,16.45,15.97,16,8800
ACOR,20110331,22.76,23.36,22.76,23.2,513900
ACPW,20110331,14.3,15.05,14.05,14.65,1279700
ACRX,20110331,3.42,3.59,3.33,3.43,14400
ACTG,20110331,32.85,34.37,32.74,34.35,771500
ACTS,20110331,2.53,2.54,2.47,2.49,67400
ACUR,20110331,3.09,3.17,3.08,3.16,84700
ACWI,20110331,48.35,48.5,48.24,48.36,987800
ACWX,20110331,45.31,45.55,45.25,45.45,49500
ACXM,20110331,14.13,14.74,13.84,14.35,4396700
ADAT,20110331,1.18,1.2,1.16,1.2,29600
ADBE,20110331,32.88,33.3,32.8,33.16,7720000
ADEP,20110331,4.52,4.64,4.52,4.6,1000
ADES,20110331,22.02,22.36,21.34,21.85,68100
ADI,20110331,39.45,39.66,39.19,39.38,1724300
ADP,20110331,51.14,51.5,51.09,51.31,2487300
ADRA,20110331,28.02,28.12,28.02,28.08,2200
ADRD,20110331,22.38,22.42,22.29,22.35,3600
ADRE,20110331,48.35,48.57,48.32,48.52,201400
ADRU,20110331,22.18,22.24,22.13,22.23,14500
ADSK,20110331,43.6,44.43,43.54,44.11,3407500
ADTN,20110331,42.71,43.11,42.23,42.46,627500
ADUS,20110331,4.99,5.1,4.99,5.01,9100
ADVS,20110331,28.35,28.74,28.31,28.69,114200
AEGR,20110331,17.1,17.1,16.4,16.57,38800
