<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
AACC,20120927,7.47,7.7,7.41,7.7,16700
AAIT,20120927,27.24,27.24,27.24,27.24,0
AAME,20120927,2.75,2.75,2.75,2.75,5300
AAON,20120927,19.71,20,19.43,19.94,72100
AAPL,20120927,664.29,682.17,660.35,681.32,21217400
AAWW,20120927,52.5,53.57,52.07,53.36,164900
AAXJ,20120927,56.16,56.54,55.97,56.41,169900
ABAX,20120927,36.35,36.73,35.82,36.41,133900
ABCB,20120927,12.73,12.95,12.55,12.83,25700
ABCD,20120927,0.97,1.01,0.97,0.99,800
ABCO,20120927,47.26,47.55,46.8,47.36,135300
ABFS,20120927,8.16,8.18,7.89,8.04,402100
ABIO,20120927,2.1,2.16,2.04,2.1,60600
ABMD,20120927,21.63,21.85,21.42,21.44,346300
ABTL,20120927,3.73,3.78,3.67,3.78,5900
ACAD,20120927,2.65,2.65,2.49,2.55,1087400
ACAS,20120927,11.36,11.78,11.3,11.71,2371200
ACAT,20120927,40.49,41.65,40.05,41.52,72300
ACCL,20120927,8.61,8.91,8.58,8.82,202600
ACET,20120927,9.32,9.5,9.28,9.41,66800
ACFC,20120927,2,2.03,1.99,2,6900
ACFN,20120927,8.82,9.09,8.82,8.96,95400
ACGL,20120927,40.99,41.3,40.84,41.26,266100
ACHC,20120927,23.35,23.84,23.3,23.39,114000
ACHN,20120927,10,11.01,9.76,10.3,6258700
ACIW,20120927,42.03,43.12,41.82,42.67,253000
ACLS,20120927,1.09,1.1,1.05,1.07,380400
ACNB,20120927,15.85,15.9,15.42,15.8,7800
ACOR,20120927,25.52,26.19,25.5,25.96,438600
ACPW,20120927,4,4.05,4,4.05,104200
ACRX,20120927,3.32,3.32,3.1,3.15,43400
ACTG,20120927,27.63,27.9,27.03,27.64,258900
ACTS,20120927,1.63,1.64,1.61,1.61,21000
ACUR,20120927,1.78,1.85,1.76,1.8,33700
ACWI,20120927,46.91,47.31,46.81,47.2,201700
ACWX,20120927,39.88,40.21,39.74,40.08,152200
ACXM,20120927,18.33,18.5,18.25,18.4,428200
ADAT,20120927,1.22,1.35,1.22,1.34,33100
ADBE,20120927,32.67,32.94,32.43,32.8,3487500
ADEP,20120927,4.06,4.08,3.95,4.08,24600
ADES,20120927,24,24,23.52,23.96,81100
ADI,20120927,39,39.73,38.91,39.59,1946100
ADNC,20120927,6.29,6.42,6.2,6.3,99200
ADP,20120927,58.16,58.68,58.06,58.43,1618100
ADRA,20120927,23.97,24.23,23.97,24.23,3600
ADRD,20120927,19.99,20.26,19.99,20.26,6800
ADRE,20120927,39.31,39.5,39.13,39.5,24200
ADRU,20120927,20.45,20.45,20.45,20.45,0
ADSK,20120927,32.56,33.41,32.37,33.3,1507400
ADTN,20120927,19.08,19.32,18.85,19.16,1057400
ADUS,20120927,5.34,5.42,5.27,5.34,60100
ADVS,20120927,24.77,24.77,24.35,24.55,256600
AEGN,20120927,19.36,19.82,19.27,19.5,219200
AEGR,20120927,14.96,15.08,14.69,14.86,73700
AEHR,20120927,1.11,1.18,1.11,1.14,6300
AEIS,20120927,12.44,12.66,12.31,12.63,184400
AEPI,20120927,59.54,60.31,59.34,60.19,65500
AERL,20120927,3.09,3.1,2.94,2.96,103300
AETI,20120927,4.75,4.79,4.68,4.74,9500
AEY,20120927,2.2,2.2,2.2,2.2,3700
AEZS,20120927,3.6,4.02,3.36,3.66,2955700
AFAM,20120927,21.25,21.52,21.12,21.25,31400
