<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
AACC,20120228,4.63,4.88,4.58,4.78,35400
AAIT,20120228,27.92,29.04,27.92,28.11,700
AAME,20120228,2.25,3.03,2.25,2.71,111200
AAON,20120228,19.47,19.76,19.08,19.17,22700
AAPL,20120228,527.96,535.41,525.85,535.41,21442300
AAWW,20120228,42.97,43.83,42.58,43.01,304800
AAXJ,20120228,57.46,57.79,57.37,57.75,913600
ABAX,20120228,26.7,27.24,26.7,26.96,49100
ABCB,20120228,11.71,11.73,11.64,11.7,34900
ABCD,20120228,3.06,3.1,2.99,3.01,9000
ABCO,20120228,40.62,40.995,40.115,40.655,196800
ABFS,20120228,18.09,18.19,17.68,17.85,433700
ABIO,20120228,6.12,6.12,6,6.06,50200
ABMD,20120228,21.99,22,21.1,21.42,296100
ABTL,20120228,5,5.1,4.9,5,89100
ACAD,20120228,1.77,1.79,1.7,1.7,145000
ACAS,20120228,8.95,8.98,8.84,8.97,2204500
ACAT,20120228,36.46,37.24,36.03,37.14,264400
ACCL,20120228,8.03,8.08,7.91,8.01,83500
ACET,20120228,8.55,8.64,8.46,8.52,169300
ACFC,20120228,2.15,2.15,2.05,2.14,9300
ACFN,20120228,8.16,8.29,8.16,8.22,88900
ACGL,20120228,36.65,36.9,36.38,36.69,641200
ACHC,20120228,14.1,14.14,13.79,14,38500
ACHN,20120228,10.51,11.12,10.5,10.9,1015900
ACIW,20120228,39.13,39.67,38.24,38.58,290200
ACLS,20120228,1.72,1.77,1.7,1.72,668700
ACNB,20120228,14.3,14.9,14.27,14.75,2700
ACOR,20120228,26.86,27.65,26.5,27.49,524900
ACPW,20120228,3.8,3.85,3.65,3.7,326600
ACRX,20120228,2.89,2.97,2.89,2.9,1300
ACTG,20120228,41.03,41.55,40.29,40.45,253500
ACTS,20120228,1.71,1.74,1.65,1.72,101200
ACUR,20120228,3.4,3.44,3.29,3.34,31500
ACWI,20120228,46.62,46.96,46.5,46.96,1064300
ACWX,20120228,41.18,41.45,41.07,41.44,105700
ACXM,20120228,14.08,14.21,13.87,14.15,225000
ADAT,20120228,1.36,1.4,1.34,1.38,169500
ADBE,20120228,33.36,33.44,32.98,33.27,4147900
ADEP,20120228,4.1,4.11,3.8,4.01,6400
ADES,20120228,23,23.1,22.59,22.87,23900
ADI,20120228,38.95,39.7,38.82,39.57,2687300
ADP,20120228,54.35,54.58,54,54.54,1987300
ADRA,20120228,26.16,26.45,26.16,26.37,1400
ADRD,20120228,20.62,20.69,20.54,20.66,10300
ADRE,20120228,43.74,44.18,43.7,44.18,33800
ADRU,20120228,20.16,20.26,19.91,20.26,1400
ADSK,20120228,38.02,38.29,37.59,37.99,2298700
ADTN,20120228,37.36,37.77,37.21,37.36,457100
ADUS,20120228,3.73,3.74,3.61,3.62,165800
ADVS,20120228,26.28,26.43,25.78,25.97,78800
AEGN,20120228,18,18.58,17.74,17.97,238300
AEGR,20120228,16.78,16.88,16.53,16.65,22600
AEHR,20120228,0.78,0.78,0.78,0.78,1000
AEIS,20120228,12.29,12.46,12.08,12.19,256300
AEPI,20120228,34.81,35.25,34.37,34.93,5600
AERL,20120228,6.8,6.8,6.5,6.52,41800
AETI,20120228,4.61,4.69,4.26,4.4,25600
AEY,20120228,2.15,2.18,2.1,2.15,12400
AEZS,20120228,9.6,9.84,9.48,9.84,1694000
AFAM,20120228,24.32,24.51,23.49,23.52,207600
AFCB,20120228,12.27,13.75,12.27,13.3,7600
AFCE,20120228,16.34,16.58,16.16,16.3,129600
AFFX,20120228,4.36,4.45,4.33,4.41,1234600
AFFY,20120228,10.65,10.8,10.42,10.45,601300
AFOP,20120228,9.22,9.56,9.19,9.48,11700
AFSI,20120228,27.54,27.65,27.26,27.35,251500
AGEN,20120228,3.25,3.3,3.14,3.25,84000
AGII,20120228,29.91,30.17,29.79,29.92,88200
AGNC,20120228,30.71,30.8,30.61,30.79,4693100
AGYS,20120228,8.38,8.41,8.2,8.21,67900
AHGP,20120228,50.32,50.64,50.22,50.29,54600
AHPI,20120228,3.4,3.4,3.25,3.25,5600
AIMC,20120228,20.33,20.51,19.83,19.94,46400
AINV,20120228,7.11,7.19,7.08,7.13,983500
AIRM,20120228,30.72,30.86,30.2367,30.5267,55200
AIRT,20120228,9.31,9.34,9.24,9.32,1300
AIXG,20120228,17.07,17.48,17,17.42,467600
AKAM,20120228,37.15,37.25,36.46,36.69,2592500
AKRX,20120228,12.73,12.89,12.6,12.85,1287200
