<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
AACC,20120202,4.59,4.75,4.59,4.66,3900
AAME,20120202,2.02,2.05,1.91,2.03,20700
AAON,20120202,21.15,21.94,21.09,21.54,49400
AAPL,20120202,455.9,457.17,453.98,455.12,6671200
AAWW,20120202,49.06,49.69,48.35,48.67,302300
AAXJ,20120202,56.41,56.72,56.29,56.38,339900
ABAX,20120202,27.56,27.91,27.42,27.81,69000
ABCB,20120202,10.68,11.2,10.66,11.04,260300
ABCD,20120202,3.2,3.22,3.18,3.22,8800
ABCO,20120202,38.425,38.5,36.945,36.96,276000
ABFS,20120202,18.77,19.1,18.7,18.95,256500
ABIO,20120202,5.94,6.12,5.88,6.12,334700
ABMD,20120202,19.09,20.23,18.96,19.24,983300
ABTL,20120202,4.65,4.65,4.35,4.45,361300
ACAD,20120202,1.6,1.75,1.59,1.74,807500
ACAS,20120202,8.24,8.42,8.21,8.37,2244600
ACAT,20120202,30.91,31.99,30.55,30.79,275600
ACCL,20120202,7.64,7.66,7.52,7.6,90700
ACET,20120202,7.35,7.54,7.27,7.5,123800
ACFC,20120202,2.46,2.5,2.3,2.41,5400
ACFN,20120202,6.6,6.9,6.47,6.9,84000
ACGL,20120202,36.81,36.99,36.61,36.86,467700
ACHC,20120202,12.46,12.72,12.07,12.62,45300
ACHN,20120202,11.05,12.46,10.9,12.38,2698000
ACIW,20120202,31.97,32.57,31.37,31.49,252200
ACLS,20120202,1.76,1.88,1.74,1.86,1856700
ACNB,20120202,14.1,14.1,13.98,13.99,2900
ACOR,20120202,26.01,26.34,25.82,26.29,339300
ACPW,20120202,4.5,4.6,4.35,4.45,298500
ACRX,20120202,3.23,3.3,3.12,3.12,13800
ACTG,20120202,42.11,42.3,41.04,41.28,213000
ACTS,20120202,1.79,1.84,1.79,1.84,46800
ACUR,20120202,3.22,3.31,3.17,3.27,73700
ACWI,20120202,45.16,45.39,45.05,45.26,1000500
ACWX,20120202,39.87,40.06,39.75,39.86,177000
ACXM,20120202,13.74,13.79,13.48,13.75,546600
ADAT,20120202,1.36,1.44,1.36,1.44,36200
ADBE,20120202,31.24,31.68,31.21,31.28,3803800
ADEP,20120202,2.55,2.6,2.53,2.6,63100
ADES,20120202,20.81,21.93,20.81,21.04,36900
ADI,20120202,39.38,39.82,39.27,39.34,2300800
ADP,20120202,54.93,55.26,54.82,54.82,2883300
ADRA,20120202,25.3,25.3,25.3,25.3,200
ADRD,20120202,19.91,20,19.89,20,2200
ADRE,20120202,43.38,43.7,43.34,43.44,27300
ADRU,20120202,19.48,19.51,19.47,19.47,500
ADSK,20120202,37,37.9,36.78,36.82,2775900
ADTN,20120202,35.61,35.97,35.38,35.74,648600
ADUS,20120202,3.65,3.65,3.58,3.65,500
ADVS,20120202,27.31,27.77,27.08,27.46,110500
AEGN,20120202,17.15,17.67,17.05,17.58,222000
AEGR,20120202,17.21,17.37,17.14,17.35,34500
AEHR,20120202,0.72,0.92,0.72,0.77,4600
AEIS,20120202,11.13,11.2,10.9,10.98,338900
AEPI,20120202,33.01,33.01,32.66,32.75,18400
AERL,20120202,6.13,6.2,5.84,5.99,130100
AETI,20120202,4.37,4.45,4.12,4.35,49300
AEY,20120202,2.25,2.26,2.2,2.23,4500
AEZS,20120202,10.5,10.92,10.5,10.8,1330300
