<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
AACC,20120206,4.67,4.67,4.6,4.6,1700
AAME,20120206,2.05,2.05,2.05,2.05,0
AAON,20120206,21.8,21.84,21.25,21.43,33700
AAPL,20120206,458.38,464.98,458.2,463.97,8917200
AAWW,20120206,50.31,51.47,50.01,51.34,180300
AAXJ,20120206,56.45,56.66,56.32,56.6,256200
ABAX,20120206,28.34,28.8,28.28,28.8,44900
ABCB,20120206,11.37,11.42,11.21,11.27,23300
ABCD,20120206,3.26,3.3,3.23,3.29,13300
ABCO,20120206,37.7,37.98,36.595,36.99,110700
ABFS,20120206,18.72,19.04,18.72,18.9,306100
ABIO,20120206,6.06,6.48,6,6.12,434500
ABMD,20120206,21.04,23.23,21.04,22.75,982900
ABTL,20120206,4.5,4.75,4.5,4.6,195600
ACAD,20120206,1.79,1.84,1.76,1.83,546300
ACAS,20120206,8.47,8.52,8.41,8.48,1901600
ACAT,20120206,34.37,34.39,33.01,33.82,227800
ACCL,20120206,7.73,7.87,7.7,7.77,123200
ACET,20120206,7.67,7.73,7.49,7.57,104400
ACFC,20120206,2.38,2.5,2.31,2.41,2600
ACFN,20120206,7.2,7.2,6.88,6.94,47800
ACGL,20120206,36.96,37.29,36.84,37.27,461400
ACHC,20120206,12.47,13,12.45,12.77,96300
ACHN,20120206,11.5,11.82,11.45,11.57,613400
ACIW,20120206,35.04,36.53,34.52,35.56,929100
ACLS,20120206,1.79,1.85,1.75,1.82,798200
ACNB,20120206,14.15,14.15,14,14,3900
ACOR,20120206,26.37,27.61,26.17,27.25,1017700
ACPW,20120206,4.8,4.85,4.6,4.7,203800
ACRX,20120206,3.52,3.52,3.18,3.25,14600
ACTG,20120206,43.28,43.56,42.24,43.17,238200
ACTS,20120206,1.82,1.83,1.8,1.81,16000
ACUR,20120206,3.55,3.55,3.28,3.41,28700
ACWI,20120206,45.56,45.71,45.46,45.71,629900
ACWX,20120206,40.05,40.28,40,40.21,199600
ACXM,20120206,13.69,13.83,13.63,13.68,204300
ADAT,20120206,1.58,1.58,1.4,1.44,65400
ADBE,20120206,31.61,32.35,31.52,31.85,4536200
ADEP,20120206,2.59,2.6,2.57,2.6,32000
ADES,20120206,21.12,21.36,20.9,21.08,39200
ADI,20120206,39.85,39.86,39.45,39.57,3152800
ADP,20120206,55.15,55.33,54.91,55.13,2251200
ADRA,20120206,25.35,25.54,25.24,25.5,2200
ADRD,20120206,20.08,20.23,20.04,20.2,8600
ADRE,20120206,43.35,43.7,43.32,43.64,46100
ADRU,20120206,19.78,19.95,19.78,19.95,700
ADSK,20120206,37.51,37.8,37.2,37.76,2239000
ADTN,20120206,36.63,36.92,36.43,36.73,657600
ADUS,20120206,3.56,3.73,3.51,3.58,5600
ADVS,20120206,27.83,27.85,27.15,27.22,120200
AEGN,20120206,18.59,18.87,18.37,18.5,154800
AEGR,20120206,17.18,17.44,17.16,17.39,29600
AEHR,20120206,0.77,0.92,0.77,0.92,23700
AEIS,20120206,10.86,10.93,10.6,10.76,249900
AEPI,20120206,33.48,33.48,32.92,33.35,8600
AERL,20120206,6.05,6.08,5.89,6,69300
AETI,20120206,4.39,4.46,4.25,4.4,17200
AEY,20120206,2.2,2.25,2.2,2.21,8700
AEZS,20120206,11.1,11.16,10.86,10.98,747700
AFAM,20120206,20.22,20.5,20.09,20.38,88900
AFCB,20120206,12.65,12.65,12.65,12.65,300
AFCE,20120206,17.19,17.23,16.93,17.06,54400
AFFX,20120206,5.1,5.22,4.86,5.18,395800
AFFY,20120206,10.27,10.79,10.09,10.56,1970600
AFOP,20120206,8.47,9.11,8.46,9.06,68700
AFSI,20120206,26.5,26.77,26.19,26.23,138400
AGEN,20120206,2.86,2.93,2.83,2.9,163400
AGII,20120206,30.03,30.37,30.02,30.31,51200
AGNC,20120206,29.76,29.8,29.43,29.48,4784500
AGYS,20120206,8.68,8.88,8.6,8.74,58300
AHGP,20120206,53.56,53.89,53.06,53.51,52300
AHPI,20120206,3.49,3.49,3.31,3.47,2300
AIMC,20120206,21.58,21.73,21.33,21.56,126500
AINV,20120206,7.98,8,7.88,7.96,1108000
AIRM,20120206,29.8667,29.9567,29.3933,29.64,58200
AIRT,20120206,8.8,8.82,8.8,8.82,2200
AIXG,20120206,14.83,14.88,14.64,14.78,188000
AKAM,20120206,33.78,34.25,33.25,33.37,4160400
AKRX,20120206,12.09,12.25,11.9,11.98,831100
ALCO,20120206,24.6,24.77,24.17,24.76,10100
ALGN,20120206,25.12,25.92,25.08,25.86,701700
ALGT,20120206,55.62,55.63,53.39,55.15,309400
ALIM,20120206,1.71,1.79,1.71,1.76,110400
ALKS,20120206,18.99,19.57,18.81,19.5,1045600
ALLB,20120206,11.2,11.22,11.2,11.22,2500
ALLT,20120206,16.99,18.36,16.74,17.96,658900
ALNY,20120206,13,13.25,12.93,13.13,313600
ALOG,20120206,59.1,59.46,58,58.41,25600
ALOT,20120206,8.1,8.1,8.1,8.1,0
ALSK,20120206,2.85,2.89,2.83,2.86,320200
ALTE,20120206,25,25.03,24.81,24.93,234000
ALTI,20120206,0.68,0.73,0.66,0.69,105500
