<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
AACC,20111003,3.41,3.42,2.98,3.11,12700
AAME,20111003,1.82,1.9,1.5,1.88,11400
AAON,20111003,15.69,16.34,15.12,15.13,92600
AAPL,20111003,380.35,382.64,373.17,374.6,23895500
AAWW,20111003,33.01,34.05,30.86,30.9,314000
AAXJ,20111003,46.22,46.86,45.29,45.36,505100
ABAX,20111003,22.65,23.59,22.14,22.15,217500
ABCB,20111003,8.83,9.07,8.53,8.55,113300
ABCD,20111003,2.99,3.02,2.87,2.87,56400
ABCO,20111003,32.015,32.34,29.33,29.365,210900
ABFS,20111003,15.99,16.28,15.01,15.01,419400
ABIO,20111003,6.6,6.6,6.24,6.42,16200
ABMD,20111003,11.02,11.06,10.01,10.09,237600
ABTL,20111003,4.1,4.2,3.85,4,72800
ACAD,20111003,1.07,1.08,0.91,0.92,390000
ACAS,20111003,6.71,6.88,6.36,6.36,5174700
ACAT,20111003,14.25,14.89,13.97,13.99,135400
ACCL,20111003,6,6.18,5.79,5.79,243200
ACET,20111003,5.23,5.44,5.1,5.17,177700
ACFC,20111003,2.07,2.07,2.01,2.01,400
ACFN,20111003,5.21,5.35,4.97,5.3,164000
ACGL,20111003,32.72,32.85,31.89,31.93,768600
ACHN,20111003,4.5,4.7,4.01,4.01,536400
ACIW,20111003,27.38,27.5,24.23,25.26,1368000
ACLS,20111003,1.16,1.2,1.08,1.08,750800
ACNB,20111003,13.81,13.81,13.6,13.69,9900
ACOR,20111003,19.77,20.02,18.63,18.71,666900
ACPW,20111003,6.45,6.45,5.75,5.75,731600
ACRX,20111003,3.25,3.25,3.21,3.23,1900
ACTG,20111003,35.65,36.72,32.72,32.78,881400
ACTS,20111003,2.05,2.06,2.02,2.02,53000
ACUR,20111003,3.5,4.05,3.5,3.67,247800
ACWI,20111003,38.73,39.29,37.97,38,1040200
ACWX,20111003,34.79,35.22,34.05,34.05,141000
ACXM,20111003,10.53,10.63,9.51,9.51,554600
ADAT,20111003,1.72,1.72,1.64,1.64,60100
ADBE,20111003,23.9,24.22,23.24,23.26,7995100
ADEP,20111003,3.21,3.21,3.21,3.21,700
ADES,20111003,15.4,17.1,14.06,14.26,75400
ADI,20111003,31.78,32.16,31.02,31.07,6494100
ADP,20111003,46.69,47.89,46.46,46.47,5655300
ADRA,20111003,22.16,22.2,21.86,21.87,1700
ADRD,20111003,17.51,17.66,17.23,17.23,8800
ADRE,20111003,35.85,36.07,34.99,35.03,91900
ADRU,20111003,17.05,17.05,16.44,16.9,54300
ADSK,20111003,27.02,27.44,25.43,25.45,6750200
ADTN,20111003,26.18,27.14,25.81,25.99,1004200
ADUS,20111003,4.11,4.15,3.69,3.8,16200
ADVS,20111003,20.68,21.1,19.51,19.55,248100
AEGR,20111003,12.4,13.1,12.07,12.07,78900
AEHR,20111003,0.92,0.92,0.77,0.77,4900
AEIS,20111003,8.35,8.46,7.56,8.01,884900
AEPI,20111003,22,22.02,19.82,20.31,18100
AERL,20111003,5.43,5.46,4.91,5,272600
AETI,20111003,3.7,3.75,3.41,3.67,12700
AEY,20111003,2.25,2.25,2.06,2.13,6700
AEZS,20111003,9.12,9.12,8.46,8.58,991800
AFAM,20111003,16.38,16.39,14.71,14.81,167800
AFCB,20111003,12.5,12.5,12.5,12.5,0
AFCE,20111003,11.66,12.06,11.58,11.62,158100
AFFX,20111003,4.85,5.01,4.74,4.74,2343200
AFFY,20111003,4.36,4.54,4.23,4.24,457700
AFOP,20111003,7.05,7.12,7.05,7.09,23200
AFSI,20111003,22.23,22.7,21.53,21.53,213100
AGEN,20111003,0.47,0.47,0.47,0.47,0
AGII,20111003,28.16,28.62,27.04,27.05,167600
AGNC,20111003,27,27.29,25.71,25.89,8348900
