<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
AAIT,20130304,28.02,28.03,27.89,28.03,2000
AAME,20130304,3.42,3.42,3.35,3.4,22900
AAON,20130304,16.1467,16.24,15.86,16.1933,61000
AAPL,20130304,427.8,428.2,419,420.05,20812000
AAWW,20130304,46.21,46.5,45.33,45.64,333800
AAXJ,20130304,59.58,59.66,59.29,59.66,454400
ABAX,20130304,42.97,43.14,42.19,42.96,111100
ABCB,20130304,13.9,14.1,13.87,13.99,34300
ABCD,20130304,1.22,1.22,1.11,1.12,26100
ABCO,20130304,52.23,53.29,51.62,53.19,317700
ABFS,20130304,11.05,11.21,10.87,10.89,419300
ABIO,20130304,2.7,2.88,2.7,2.7,201100
ABMD,20130304,15.93,16.42,15.72,15.87,476600
ABTL,20130304,4.47,4.47,4.24,4.34,23100
ACAD,20130304,6.37,6.5,6.25,6.33,895000
ACAS,20130304,14,14.21,13.91,14.09,4244600
ACAT,20130304,36.33,38.08,36.33,37.91,203400
ACCL,20130304,9.26,9.5,9.26,9.4,331400
ACET,20130304,10.39,10.63,10.39,10.62,64600
ACFC,20130304,4.16,4.3,4.11,4.26,34200
ACFN,20130304,6.44,6.65,6.4,6.46,130300
ACGL,20130304,49.3,49.5,48.88,49.4,884300
ACHC,20130304,27.5,28.49,27.19,27.84,464200
ACHN,20130304,7.94,8.76,7.94,8.7,1158900
ACIW,20130304,45.83,46.39,45.25,46.29,442100
ACLS,20130304,1.13,1.15,1.11,1.11,163800
ACNB,20130304,16.5,16.95,16.48,16.5,16300
ACOR,20130304,30.33,30.36,29.54,30.09,396100
ACPW,20130304,4.45,4.49,4.3,4.47,89200
ACRX,20130304,5,5.15,4.87,4.98,199100
ACST,20130304,2.31,2.34,2.27,2.27,19200
ACTG,20130304,27.76,27.81,26.33,26.58,1099000
ACTS,20130304,2.14,2.2,2.12,2.17,48800
ACUR,20130304,2.01,2.06,1.95,2.05,46600
ACWI,20130304,49.78,50,49.64,50,487300
ACWX,20130304,42.37,42.58,42.26,42.56,224800
ACXM,20130304,18.13,18.33,18.11,18.26,301100
ADAT,20130304,0.66,0.68,0.64,0.68,14200
ADBE,20130304,39.71,40.47,39.45,40.46,2423500
ADEP,20130304,2.98,3.09,2.98,2.99,17800
ADES,20130304,27.5,28,26.66,27.27,98300
ADI,20130304,45.29,45.35,44.89,45.3,1971600
ADNC,20130304,13.64,13.67,13.23,13.29,80600
ADP,20130304,61.32,61.89,61.1,61.83,1763700
ADRA,20130304,27,27.17,26.86,27.15,2100
